gene_id,module,module_color,gene_name
ENSG00000144802,0,#cccccc,NFKBIZ
ENSG00000115221,0,#cccccc,ITGB6
ENSG00000123095,6,#8197f4,BHLHE41
ENSG00000183486,0,#cccccc,MX2
ENSG00000198626,7,#f45deb,RYR2
ENSG00000127152,6,#8197f4,BCL11B
ENSG00000096060,0,#cccccc,FKBP5
ENSG00000148158,7,#f45deb,SNX30
ENSG00000142273,7,#f45deb,CBLC
ENSG00000155380,0,#cccccc,SLC16A1
ENSG00000159433,7,#f45deb,STARD9
ENSG00000162591,0,#cccccc,MEGF6
ENSG00000134827,0,#cccccc,TCN1
ENSG00000158406,0,#cccccc,H4C8
ENSG00000138834,3,#82a931,MAPK8IP3
ENSG00000115414,0,#cccccc,FN1
ENSG00000018280,6,#8197f4,SLC11A1
ENSG00000204482,6,#8197f4,LST1
ENSG00000106571,0,#cccccc,GLI3
ENSG00000144810,0,#cccccc,COL8A1
ENSG00000091831,0,#cccccc,ESR1
ENSG00000164746,0,#cccccc,C7orf57
ENSG00000145506,7,#f45deb,NKD2
ENSG00000145908,0,#cccccc,ZNF300
ENSG00000146267,0,#cccccc,FAXC
ENSG00000050030,0,#cccccc,NEXMIF
ENSG00000126878,0,#cccccc,AIF1L
ENSG00000203668,0,#cccccc,CHML
ENSG00000138449,7,#f45deb,SLC40A1
ENSG00000079931,0,#cccccc,MOXD1
ENSG00000135245,7,#f45deb,HILPDA
ENSG00000159388,7,#f45deb,BTG2
ENSG00000166670,0,#cccccc,MMP10
ENSG00000134460,2,#c69432,IL2RA
ENSG00000250786,7,#f45deb,SNHG18
ENSG00000106066,6,#8197f4,CPVL
ENSG00000249096,1,#f77189,LINC02362
ENSG00000186301,0,#cccccc,MST1P2
ENSG00000259820,0,#cccccc,AC083843.2
ENSG00000185432,7,#f45deb,METTL7A
ENSG00000115419,0,#cccccc,GLS
ENSG00000117226,0,#cccccc,GBP3
ENSG00000103056,0,#cccccc,SMPD3
ENSG00000238042,0,#cccccc,LINC02257
ENSG00000176293,0,#cccccc,ZNF135
ENSG00000140945,5,#37aabb,CDH13
ENSG00000127329,7,#f45deb,PTPRB
ENSG00000164946,0,#cccccc,FREM1
ENSG00000171241,7,#f45deb,SHCBP1
ENSG00000264112,0,#cccccc,AC015813.1
ENSG00000174099,7,#f45deb,MSRB3
ENSG00000101336,6,#8197f4,HCK
ENSG00000179388,7,#f45deb,EGR3
ENSG00000129009,0,#cccccc,ISLR
ENSG00000253563,0,#cccccc,NKX2-1-AS1
ENSG00000105609,6,#8197f4,LILRB5
ENSG00000154917,0,#cccccc,RAB6B
ENSG00000134508,0,#cccccc,CABLES1
ENSG00000167779,0,#cccccc,IGFBP6
ENSG00000137877,0,#cccccc,SPTBN5
ENSG00000095970,6,#8197f4,TREM2
ENSG00000169403,6,#8197f4,PTAFR
ENSG00000102243,0,#cccccc,VGLL1
ENSG00000196664,6,#8197f4,TLR7
ENSG00000233237,7,#f45deb,LINC00472
ENSG00000167123,0,#cccccc,CERCAM
ENSG00000146918,7,#f45deb,NCAPG2
ENSG00000184515,7,#f45deb,BEX5
ENSG00000151023,7,#f45deb,ENKUR
ENSG00000101412,7,#f45deb,E2F1
ENSG00000023445,0,#cccccc,BIRC3
ENSG00000166147,5,#37aabb,FBN1
ENSG00000116106,0,#cccccc,EPHA4
ENSG00000182621,0,#cccccc,PLCB1
ENSG00000184445,7,#f45deb,KNTC1
ENSG00000011600,6,#8197f4,TYROBP
ENSG00000171049,6,#8197f4,FPR2
ENSG00000099284,0,#cccccc,MACROH2A2
ENSG00000004777,0,#cccccc,ARHGAP33
ENSG00000074527,7,#f45deb,NTN4
ENSG00000140525,7,#f45deb,FANCI
ENSG00000203710,6,#8197f4,CR1
ENSG00000238105,4,#34af8a,GOLGA2P5
ENSG00000122877,6,#8197f4,EGR2
ENSG00000227195,0,#cccccc,MIR663AHG
ENSG00000181631,6,#8197f4,P2RY13
ENSG00000139289,0,#cccccc,PHLDA1
ENSG00000260711,0,#cccccc,AL121839.2
ENSG00000162576,0,#cccccc,MXRA8
ENSG00000170485,0,#cccccc,NPAS2
ENSG00000171747,0,#cccccc,LGALS4
ENSG00000113296,0,#cccccc,THBS4
ENSG00000198554,7,#f45deb,WDHD1
ENSG00000125266,0,#cccccc,EFNB2
ENSG00000182636,7,#f45deb,NDN
ENSG00000100450,6,#8197f4,GZMH
ENSG00000167653,0,#cccccc,PSCA
ENSG00000152779,7,#f45deb,SLC16A12
ENSG00000177679,0,#cccccc,SRRM3
ENSG00000099985,0,#cccccc,OSM
ENSG00000235997,7,#f45deb,LINC01936
ENSG00000154096,0,#cccccc,THY1
ENSG00000215915,0,#cccccc,ATAD3C
ENSG00000169126,7,#f45deb,ARMC4
ENSG00000087510,0,#cccccc,TFAP2C
ENSG00000054179,0,#cccccc,ENTPD2
ENSG00000147804,0,#cccccc,SLC39A4
ENSG00000121716,0,#cccccc,PILRB
ENSG00000214456,0,#cccccc,PLIN5
ENSG00000168502,0,#cccccc,MTCL1
ENSG00000134321,0,#cccccc,RSAD2
ENSG00000136250,6,#8197f4,AOAH
ENSG00000186810,6,#8197f4,CXCR3
ENSG00000177398,0,#cccccc,UMODL1
ENSG00000241244,1,#f77189,IGKV1D-16
ENSG00000172578,6,#8197f4,KLHL6
ENSG00000131773,0,#cccccc,KHDRBS3
ENSG00000134769,0,#cccccc,DTNA
ENSG00000184349,0,#cccccc,EFNA5
ENSG00000070731,7,#f45deb,ST6GALNAC2
ENSG00000132437,0,#cccccc,DDC
ENSG00000155966,7,#f45deb,AFF2
ENSG00000161800,7,#f45deb,RACGAP1
ENSG00000085276,0,#cccccc,MECOM
ENSG00000051180,7,#f45deb,RAD51
ENSG00000187840,7,#f45deb,EIF4EBP1
ENSG00000158315,0,#cccccc,RHBDL2
ENSG00000236345,0,#cccccc,SCAT8
ENSG00000129946,0,#cccccc,SHC2
ENSG00000163659,0,#cccccc,TIPARP
ENSG00000131037,0,#cccccc,EPS8L1
ENSG00000104490,7,#f45deb,NCALD
ENSG00000174123,0,#cccccc,TLR10
ENSG00000105464,0,#cccccc,GRIN2D
ENSG00000064651,0,#cccccc,SLC12A2
ENSG00000147138,6,#8197f4,GPR174
ENSG00000108691,6,#8197f4,CCL2
ENSG00000134363,0,#cccccc,FST
ENSG00000111913,6,#8197f4,RIPOR2
ENSG00000139910,0,#cccccc,NOVA1
ENSG00000086289,0,#cccccc,EPDR1
ENSG00000153395,0,#cccccc,LPCAT1
ENSG00000122778,0,#cccccc,KIAA1549
ENSG00000185499,0,#cccccc,MUC1
ENSG00000150722,0,#cccccc,PPP1R1C
ENSG00000176014,0,#cccccc,TUBB6
ENSG00000147036,0,#cccccc,LANCL3
ENSG00000137331,0,#cccccc,IER3
ENSG00000168405,0,#cccccc,CMAHP
ENSG00000048052,0,#cccccc,HDAC9
ENSG00000068615,7,#f45deb,REEP1
ENSG00000163687,7,#f45deb,DNASE1L3
ENSG00000198851,6,#8197f4,CD3E
ENSG00000140481,7,#f45deb,CCDC33
ENSG00000128573,0,#cccccc,FOXP2
ENSG00000166313,7,#f45deb,APBB1
ENSG00000100625,0,#cccccc,SIX4
ENSG00000137965,0,#cccccc,IFI44
ENSG00000211751,6,#8197f4,TRBC1
ENSG00000204991,0,#cccccc,SPIRE2
ENSG00000012048,7,#f45deb,BRCA1
ENSG00000115525,0,#cccccc,ST3GAL5
ENSG00000146072,0,#cccccc,TNFRSF21
ENSG00000091513,0,#cccccc,TF
ENSG00000184304,0,#cccccc,PRKD1
ENSG00000163462,0,#cccccc,TRIM46
ENSG00000121753,0,#cccccc,ADGRB2
ENSG00000078900,0,#cccccc,TP73
ENSG00000156802,7,#f45deb,ATAD2
ENSG00000198963,0,#cccccc,RORB
ENSG00000154678,7,#f45deb,PDE1C
ENSG00000140057,0,#cccccc,AK7
ENSG00000149380,0,#cccccc,P4HA3
ENSG00000224769,0,#cccccc,MUC20P1
ENSG00000095637,7,#f45deb,SORBS1
ENSG00000160932,0,#cccccc,LY6E
ENSG00000100321,0,#cccccc,SYNGR1
ENSG00000153291,0,#cccccc,SLC25A27
ENSG00000119969,7,#f45deb,HELLS
ENSG00000273151,0,#cccccc,AC073957.3
ENSG00000050165,7,#f45deb,DKK3
ENSG00000106236,0,#cccccc,NPTX2
ENSG00000185215,0,#cccccc,TNFAIP2
ENSG00000153789,7,#f45deb,CIBAR2
ENSG00000112139,7,#f45deb,MDGA1
ENSG00000118526,7,#f45deb,TCF21
ENSG00000137747,0,#cccccc,TMPRSS13
ENSG00000099194,0,#cccccc,SCD
ENSG00000117115,0,#cccccc,PADI2
ENSG00000119681,7,#f45deb,LTBP2
ENSG00000135540,7,#f45deb,NHSL1
ENSG00000173175,0,#cccccc,ADCY5
ENSG00000197457,0,#cccccc,STMN3
ENSG00000166816,0,#cccccc,LDHD
ENSG00000183346,7,#f45deb,CABCOCO1
ENSG00000174469,0,#cccccc,CNTNAP2
ENSG00000128849,7,#f45deb,CGNL1
ENSG00000237807,0,#cccccc,AC022034.1
ENSG00000119147,7,#f45deb,ECRG4
ENSG00000156284,0,#cccccc,CLDN8
ENSG00000116678,7,#f45deb,LEPR
ENSG00000108947,0,#cccccc,EFNB3
ENSG00000171227,7,#f45deb,TMEM37
ENSG00000019505,0,#cccccc,SYT13
ENSG00000121807,6,#8197f4,CCR2
ENSG00000169962,0,#cccccc,TAS1R3
ENSG00000122574,0,#cccccc,WIPF3
ENSG00000253626,0,#cccccc,EIF5AL1
ENSG00000130038,0,#cccccc,CRACR2A
ENSG00000144730,0,#cccccc,IL17RD
ENSG00000134817,7,#f45deb,APLNR
ENSG00000197903,0,#cccccc,H2BC12
ENSG00000189337,7,#f45deb,KAZN
ENSG00000171649,0,#cccccc,ZIK1
ENSG00000257671,0,#cccccc,KRT7-AS
ENSG00000129810,7,#f45deb,SGO1
ENSG00000134516,6,#8197f4,DOCK2
ENSG00000130707,0,#cccccc,ASS1
ENSG00000160856,6,#8197f4,FCRL3
ENSG00000181652,0,#cccccc,ATG9B
ENSG00000174567,0,#cccccc,GOLT1A
ENSG00000181378,7,#f45deb,CFAP65
ENSG00000004848,0,#cccccc,ARX
ENSG00000007933,7,#f45deb,FMO3
ENSG00000143387,0,#cccccc,CTSK
ENSG00000142731,7,#f45deb,PLK4
ENSG00000158813,7,#f45deb,EDA
ENSG00000141294,7,#f45deb,LRRC46
ENSG00000227619,0,#cccccc,AL391056.1
ENSG00000196263,0,#cccccc,ZNF471
ENSG00000118946,7,#f45deb,PCDH17
ENSG00000122035,7,#f45deb,RASL11A
ENSG00000100558,7,#f45deb,PLEK2
ENSG00000153283,6,#8197f4,CD96
ENSG00000173641,7,#f45deb,HSPB7
ENSG00000140398,4,#34af8a,NEIL1
ENSG00000113805,0,#cccccc,CNTN3
ENSG00000176083,6,#8197f4,ZNF683
ENSG00000179954,5,#37aabb,SSC5D
ENSG00000089127,0,#cccccc,OAS1
ENSG00000198786,0,#cccccc,MT-ND5
ENSG00000163362,0,#cccccc,INAVA
ENSG00000173698,0,#cccccc,ADGRG2
ENSG00000164972,7,#f45deb,C9orf24
ENSG00000197405,6,#8197f4,C5AR1
ENSG00000178695,6,#8197f4,KCTD12
ENSG00000177409,6,#8197f4,SAMD9L
ENSG00000127241,7,#f45deb,MASP1
ENSG00000187486,0,#cccccc,KCNJ11
ENSG00000184408,0,#cccccc,KCND2
ENSG00000141293,0,#cccccc,SKAP1
ENSG00000166501,6,#8197f4,PRKCB
ENSG00000076356,7,#f45deb,PLXNA2
ENSG00000166823,0,#cccccc,MESP1
ENSG00000101049,0,#cccccc,SGK2
ENSG00000108830,0,#cccccc,RND2
ENSG00000078114,0,#cccccc,NEBL
ENSG00000019582,6,#8197f4,CD74
ENSG00000151150,0,#cccccc,ANK3
ENSG00000139880,7,#f45deb,CDH24
ENSG00000174600,6,#8197f4,CMKLR1
ENSG00000205502,0,#cccccc,C2CD4B
ENSG00000157766,0,#cccccc,ACAN
ENSG00000283199,7,#f45deb,C13orf46
ENSG00000106565,0,#cccccc,TMEM176B
ENSG00000128602,0,#cccccc,SMO
ENSG00000205364,0,#cccccc,MT1M
ENSG00000066336,6,#8197f4,SPI1
ENSG00000198046,0,#cccccc,ZNF667
ENSG00000157601,0,#cccccc,MX1
ENSG00000214021,4,#34af8a,TTLL3
ENSG00000173198,7,#f45deb,CYSLTR1
ENSG00000130005,0,#cccccc,GAMT
ENSG00000180354,7,#f45deb,MTURN
ENSG00000065675,7,#f45deb,PRKCQ
ENSG00000161896,0,#cccccc,IP6K3
ENSG00000163013,0,#cccccc,FBXO41
ENSG00000167615,4,#34af8a,LENG8
ENSG00000198829,6,#8197f4,SUCNR1
ENSG00000065534,7,#f45deb,MYLK
ENSG00000272141,0,#cccccc,AL390719.2
ENSG00000124785,7,#f45deb,NRN1
ENSG00000196502,7,#f45deb,SULT1A1
ENSG00000157514,7,#f45deb,TSC22D3
ENSG00000143153,0,#cccccc,ATP1B1
ENSG00000187720,7,#f45deb,THSD4
ENSG00000185905,6,#8197f4,C16orf54
ENSG00000143324,0,#cccccc,XPR1
ENSG00000118849,0,#cccccc,RARRES1
ENSG00000203875,0,#cccccc,SNHG5
ENSG00000136010,0,#cccccc,ALDH1L2
ENSG00000124006,0,#cccccc,OBSL1
ENSG00000136869,6,#8197f4,TLR4
ENSG00000196335,0,#cccccc,STK31
ENSG00000177675,0,#cccccc,CD163L1
ENSG00000234614,0,#cccccc,C2CD4D-AS1
ENSG00000270765,7,#f45deb,GAS2L2
ENSG00000123473,7,#f45deb,STIL
ENSG00000144668,7,#f45deb,ITGA9
ENSG00000142677,0,#cccccc,IL22RA1
ENSG00000161929,6,#8197f4,SCIMP
ENSG00000204789,0,#cccccc,ZNF204P
ENSG00000134853,7,#f45deb,PDGFRA
ENSG00000159618,2,#c69432,ADGRG5
ENSG00000131941,0,#cccccc,RHPN2
ENSG00000120693,0,#cccccc,SMAD9
ENSG00000197757,0,#cccccc,HOXC6
ENSG00000087303,0,#cccccc,NID2
ENSG00000120156,7,#f45deb,TEK
ENSG00000111863,7,#f45deb,ADTRP
ENSG00000205213,0,#cccccc,LGR4
ENSG00000166402,7,#f45deb,TUB
ENSG00000161714,0,#cccccc,PLCD3
ENSG00000005249,0,#cccccc,PRKAR2B
ENSG00000197769,0,#cccccc,MAP1LC3C
ENSG00000178623,0,#cccccc,GPR35
ENSG00000132688,7,#f45deb,NES
ENSG00000153093,7,#f45deb,ACOXL
ENSG00000125851,0,#cccccc,PCSK2
ENSG00000168528,0,#cccccc,SERINC2
ENSG00000105088,0,#cccccc,OLFM2
ENSG00000164294,0,#cccccc,GPX8
ENSG00000127586,0,#cccccc,CHTF18
ENSG00000011422,0,#cccccc,PLAUR
ENSG00000154856,7,#f45deb,APCDD1
ENSG00000149564,7,#f45deb,ESAM
ENSG00000134668,0,#cccccc,SPOCD1
ENSG00000127951,6,#8197f4,FGL2
ENSG00000274602,3,#82a931,PI4KAP1
ENSG00000152253,7,#f45deb,SPC25
ENSG00000087842,0,#cccccc,PIR
ENSG00000134339,0,#cccccc,SAA2
ENSG00000146233,7,#f45deb,CYP39A1
ENSG00000197930,7,#f45deb,ERO1A
ENSG00000198682,7,#f45deb,PAPSS2
ENSG00000146648,0,#cccccc,EGFR
ENSG00000166963,0,#cccccc,MAP1A
ENSG00000165495,7,#f45deb,PKNOX2
ENSG00000100336,6,#8197f4,APOL4
ENSG00000140937,0,#cccccc,CDH11
ENSG00000133116,7,#f45deb,KL
ENSG00000046604,0,#cccccc,DSG2
ENSG00000118971,7,#f45deb,CCND2
ENSG00000272674,0,#cccccc,PCDHB16
ENSG00000140749,6,#8197f4,IGSF6
ENSG00000115423,7,#f45deb,DNAH6
ENSG00000272734,0,#cccccc,ADIRF-AS1
ENSG00000139631,4,#34af8a,CSAD
ENSG00000100368,6,#8197f4,CSF2RB
ENSG00000066294,6,#8197f4,CD84
ENSG00000203760,7,#f45deb,CENPW
ENSG00000074370,0,#cccccc,ATP2A3
ENSG00000223573,0,#cccccc,TINCR
ENSG00000115363,0,#cccccc,EVA1A
ENSG00000100290,7,#f45deb,BIK
ENSG00000168398,0,#cccccc,BDKRB2
ENSG00000119866,0,#cccccc,BCL11A
ENSG00000168010,4,#34af8a,ATG16L2
ENSG00000159708,7,#f45deb,LRRC36
ENSG00000136167,6,#8197f4,LCP1
ENSG00000165891,7,#f45deb,E2F7
ENSG00000198719,0,#cccccc,DLL1
ENSG00000248383,0,#cccccc,PCDHAC1
ENSG00000171320,7,#f45deb,ESCO2
ENSG00000178878,0,#cccccc,APOLD1
ENSG00000169604,5,#37aabb,ANTXR1
ENSG00000141574,0,#cccccc,SECTM1
ENSG00000110400,0,#cccccc,NECTIN1
ENSG00000108515,0,#cccccc,ENO3
ENSG00000171163,3,#82a931,ZNF692
ENSG00000164045,7,#f45deb,CDC25A
ENSG00000000938,6,#8197f4,FGR
ENSG00000123094,0,#cccccc,RASSF8
ENSG00000158286,3,#82a931,RNF207
ENSG00000036672,0,#cccccc,USP2
ENSG00000161405,0,#cccccc,IKZF3
ENSG00000087245,0,#cccccc,MMP2
ENSG00000176928,7,#f45deb,GCNT4
ENSG00000188659,7,#f45deb,SAXO2
ENSG00000067191,0,#cccccc,CACNB1
ENSG00000162069,0,#cccccc,BICDL2
ENSG00000140287,7,#f45deb,HDC
ENSG00000250305,7,#f45deb,TRMT9B
ENSG00000112799,6,#8197f4,LY86
ENSG00000244879,0,#cccccc,GABPB1-AS1
ENSG00000139193,2,#c69432,CD27
ENSG00000243479,0,#cccccc,MNX1-AS1
ENSG00000124256,2,#c69432,ZBP1
ENSG00000203499,7,#f45deb,IQANK1
ENSG00000179546,0,#cccccc,HTR1D
ENSG00000237438,0,#cccccc,CECR7
ENSG00000204632,0,#cccccc,HLA-G
ENSG00000163879,0,#cccccc,DNALI1
ENSG00000147180,0,#cccccc,ZNF711
ENSG00000160949,7,#f45deb,TONSL
ENSG00000142910,0,#cccccc,TINAGL1
ENSG00000064989,7,#f45deb,CALCRL
ENSG00000203805,0,#cccccc,PLPP4
ENSG00000240038,0,#cccccc,AMY2B
ENSG00000183779,0,#cccccc,ZNF703
ENSG00000163898,0,#cccccc,LIPH
ENSG00000197774,3,#82a931,EME2
ENSG00000106992,7,#f45deb,AK1
ENSG00000243649,0,#cccccc,CFB
ENSG00000131831,7,#f45deb,RAI2
ENSG00000143512,0,#cccccc,HHIPL2
ENSG00000165716,0,#cccccc,DIPK1B
ENSG00000287315,0,#cccccc,AL670729.3
ENSG00000142185,0,#cccccc,TRPM2
ENSG00000162733,7,#f45deb,DDR2
ENSG00000123977,0,#cccccc,DAW1
ENSG00000114200,7,#f45deb,BCHE
ENSG00000174348,5,#37aabb,PODN
ENSG00000066735,7,#f45deb,KIF26A
ENSG00000173110,0,#cccccc,HSPA6
ENSG00000005187,0,#cccccc,ACSM3
ENSG00000172889,0,#cccccc,EGFL7
ENSG00000154760,0,#cccccc,SLFN13
ENSG00000105928,0,#cccccc,GSDME
ENSG00000236609,0,#cccccc,ZNF853
ENSG00000140968,6,#8197f4,IRF8
ENSG00000230795,0,#cccccc,HLA-K
ENSG00000148488,7,#f45deb,ST8SIA6
ENSG00000139329,0,#cccccc,LUM
ENSG00000151090,7,#f45deb,THRB
ENSG00000145703,6,#8197f4,IQGAP2
ENSG00000019991,7,#f45deb,HGF
ENSG00000185585,0,#cccccc,OLFML2A
ENSG00000020577,0,#cccccc,SAMD4A
ENSG00000111907,0,#cccccc,TPD52L1
ENSG00000197594,0,#cccccc,ENPP1
ENSG00000143217,0,#cccccc,NECTIN4
ENSG00000170962,0,#cccccc,PDGFD
ENSG00000126861,7,#f45deb,OMG
ENSG00000128283,0,#cccccc,CDC42EP1
ENSG00000108582,0,#cccccc,CPD
ENSG00000162062,7,#f45deb,TEDC2
ENSG00000275302,6,#8197f4,CCL4
ENSG00000166523,6,#8197f4,CLEC4E
ENSG00000174844,7,#f45deb,DNAH12
ENSG00000125355,6,#8197f4,TMEM255A
ENSG00000179532,4,#34af8a,DNHD1
ENSG00000113083,0,#cccccc,LOX
ENSG00000101335,7,#f45deb,MYL9
ENSG00000083857,0,#cccccc,FAT1
ENSG00000185467,0,#cccccc,KPNA7
ENSG00000137501,0,#cccccc,SYTL2
ENSG00000144476,0,#cccccc,ACKR3
ENSG00000170369,0,#cccccc,CST2
ENSG00000167641,7,#f45deb,PPP1R14A
ENSG00000143333,0,#cccccc,RGS16
ENSG00000175505,0,#cccccc,CLCF1
ENSG00000224945,0,#cccccc,AL353150.1
ENSG00000184731,0,#cccccc,FAM110C
ENSG00000109452,0,#cccccc,INPP4B
ENSG00000164442,7,#f45deb,CITED2
ENSG00000166347,0,#cccccc,CYB5A
ENSG00000185532,7,#f45deb,PRKG1
ENSG00000158055,0,#cccccc,GRHL3
ENSG00000243970,4,#34af8a,PPIEL
ENSG00000221869,0,#cccccc,CEBPD
ENSG00000144152,0,#cccccc,FBLN7
ENSG00000144366,0,#cccccc,GULP1
ENSG00000106511,7,#f45deb,MEOX2
ENSG00000005108,0,#cccccc,THSD7A
ENSG00000171840,0,#cccccc,NINJ2
ENSG00000154920,7,#f45deb,EME1
ENSG00000165140,7,#f45deb,FBP1
ENSG00000079308,7,#f45deb,TNS1
ENSG00000102678,0,#cccccc,FGF9
ENSG00000176438,6,#8197f4,SYNE3
ENSG00000094755,0,#cccccc,GABRP
ENSG00000085514,6,#8197f4,PILRA
ENSG00000170412,0,#cccccc,GPRC5C
ENSG00000188372,7,#f45deb,ZP3
ENSG00000138669,7,#f45deb,PRKG2
ENSG00000262772,0,#cccccc,LINC01977
ENSG00000122870,0,#cccccc,BICC1
ENSG00000205336,0,#cccccc,ADGRG1
ENSG00000099139,7,#f45deb,PCSK5
ENSG00000135750,0,#cccccc,KCNK1
ENSG00000267121,0,#cccccc,AC008105.3
ENSG00000172243,6,#8197f4,CLEC7A
ENSG00000128284,6,#8197f4,APOL3
ENSG00000166510,7,#f45deb,CCDC68
ENSG00000259342,0,#cccccc,AC025580.1
ENSG00000100836,3,#82a931,PABPN1
ENSG00000170558,0,#cccccc,CDH2
ENSG00000079215,6,#8197f4,SLC1A3
ENSG00000198948,7,#f45deb,MFAP3L
ENSG00000164197,7,#f45deb,RNF180
ENSG00000171208,7,#f45deb,NETO2
ENSG00000143147,0,#cccccc,GPR161
ENSG00000173898,7,#f45deb,SPTBN2
ENSG00000115339,0,#cccccc,GALNT3
ENSG00000138944,0,#cccccc,SHISAL1
ENSG00000132530,0,#cccccc,XAF1
ENSG00000101670,0,#cccccc,LIPG
ENSG00000187210,0,#cccccc,GCNT1
ENSG00000161249,0,#cccccc,DMKN
ENSG00000046653,7,#f45deb,GPM6B
ENSG00000101276,0,#cccccc,SLC52A3
ENSG00000113368,7,#f45deb,LMNB1
ENSG00000116701,6,#8197f4,NCF2
ENSG00000138080,0,#cccccc,EMILIN1
ENSG00000106462,7,#f45deb,EZH2
ENSG00000122862,6,#8197f4,SRGN
ENSG00000142173,0,#cccccc,COL6A2
ENSG00000137273,7,#f45deb,FOXF2
ENSG00000143878,0,#cccccc,RHOB
ENSG00000196169,0,#cccccc,KIF19
ENSG00000255399,7,#f45deb,TBX5-AS1
ENSG00000079337,0,#cccccc,RAPGEF3
ENSG00000162572,0,#cccccc,SCNN1D
ENSG00000212694,0,#cccccc,LINC01089
ENSG00000173762,0,#cccccc,CD7
ENSG00000135083,0,#cccccc,CCNJL
ENSG00000167964,0,#cccccc,RAB26
ENSG00000173706,7,#f45deb,HEG1
ENSG00000121068,7,#f45deb,TBX2
ENSG00000069431,7,#f45deb,ABCC9
ENSG00000142765,0,#cccccc,SYTL1
ENSG00000102760,7,#f45deb,RGCC
ENSG00000197646,6,#8197f4,PDCD1LG2
ENSG00000164619,7,#f45deb,BMPER
ENSG00000165730,0,#cccccc,STOX1
ENSG00000119986,0,#cccccc,AVPI1
ENSG00000127528,7,#f45deb,KLF2
ENSG00000107099,6,#8197f4,DOCK8
ENSG00000276644,7,#f45deb,DACH1
ENSG00000154736,0,#cccccc,ADAMTS5
ENSG00000143248,7,#f45deb,RGS5
ENSG00000168785,0,#cccccc,TSPAN5
ENSG00000160791,6,#8197f4,CCR5
ENSG00000122420,7,#f45deb,PTGFR
ENSG00000204219,0,#cccccc,TCEA3
ENSG00000197124,0,#cccccc,ZNF682
ENSG00000160255,6,#8197f4,ITGB2
ENSG00000102970,0,#cccccc,CCL17
ENSG00000123219,7,#f45deb,CENPK
ENSG00000182580,0,#cccccc,EPHB3
ENSG00000132386,0,#cccccc,SERPINF1
ENSG00000167617,0,#cccccc,CDC42EP5
ENSG00000116717,0,#cccccc,GADD45A
ENSG00000134539,6,#8197f4,KLRD1
ENSG00000177614,0,#cccccc,PGBD5
ENSG00000110448,6,#8197f4,CD5
ENSG00000165633,7,#f45deb,VSTM4
ENSG00000169908,0,#cccccc,TM4SF1
ENSG00000105810,0,#cccccc,CDK6
ENSG00000176485,0,#cccccc,PLAAT3
ENSG00000149090,0,#cccccc,PAMR1
ENSG00000133246,6,#8197f4,PRAM1
ENSG00000117616,4,#34af8a,RSRP1
ENSG00000175600,0,#cccccc,SUGCT
ENSG00000157227,0,#cccccc,MMP14
ENSG00000116741,0,#cccccc,RGS2
ENSG00000262580,3,#82a931,AC087741.1
ENSG00000119655,0,#cccccc,NPC2
ENSG00000125170,0,#cccccc,DOK4
ENSG00000136573,0,#cccccc,BLK
ENSG00000014914,0,#cccccc,MTMR11
ENSG00000123405,0,#cccccc,NFE2
ENSG00000280734,0,#cccccc,LINC01232
ENSG00000237943,0,#cccccc,PRKCQ-AS1
ENSG00000170961,0,#cccccc,HAS2
ENSG00000106927,0,#cccccc,AMBP
ENSG00000110079,6,#8197f4,MS4A4A
ENSG00000233680,0,#cccccc,HNRNPA1P27
ENSG00000135362,6,#8197f4,PRR5L
ENSG00000082074,6,#8197f4,FYB1
ENSG00000182809,0,#cccccc,CRIP2
ENSG00000141052,7,#f45deb,MYOCD
ENSG00000205038,7,#f45deb,PKHD1L1
ENSG00000089041,6,#8197f4,P2RX7
ENSG00000196569,7,#f45deb,LAMA2
ENSG00000196482,0,#cccccc,ESRRG
ENSG00000100385,6,#8197f4,IL2RB
ENSG00000141401,0,#cccccc,IMPA2
ENSG00000112297,0,#cccccc,CRYBG1
ENSG00000109046,0,#cccccc,WSB1
ENSG00000170873,0,#cccccc,MTSS1
ENSG00000145244,5,#37aabb,CORIN
ENSG00000228742,0,#cccccc,LINC02577
ENSG00000117020,5,#37aabb,AKT3
ENSG00000115956,6,#8197f4,PLEK
ENSG00000240065,0,#cccccc,PSMB9
ENSG00000196557,0,#cccccc,CACNA1H
ENSG00000226015,0,#cccccc,CCT8P1
ENSG00000086300,6,#8197f4,SNX10
ENSG00000140379,6,#8197f4,BCL2A1
ENSG00000109846,7,#f45deb,CRYAB
ENSG00000249158,0,#cccccc,PCDHA11
ENSG00000184381,0,#cccccc,PLA2G6
ENSG00000102302,0,#cccccc,FGD1
ENSG00000101255,7,#f45deb,TRIB3
ENSG00000007237,7,#f45deb,GAS7
ENSG00000103253,0,#cccccc,HAGHL
ENSG00000129235,0,#cccccc,TXNDC17
ENSG00000000971,0,#cccccc,CFH
ENSG00000179348,7,#f45deb,GATA2
ENSG00000164236,6,#8197f4,ANKRD33B
ENSG00000088305,7,#f45deb,DNMT3B
ENSG00000280285,0,#cccccc,AC108215.1
ENSG00000281990,0,#cccccc,IGHV1-69-2
ENSG00000100626,7,#f45deb,GALNT16
ENSG00000189056,0,#cccccc,RELN
ENSG00000167286,6,#8197f4,CD3D
ENSG00000116991,0,#cccccc,SIPA1L2
ENSG00000134531,0,#cccccc,EMP1
ENSG00000224078,0,#cccccc,SNHG14
