gene_id,module,module_color,gene_name
ENSG00000166770,0,#cccccc,ZNF667-AS1
ENSG00000164825,0,#cccccc,DEFB1
ENSG00000175352,0,#cccccc,NRIP3
ENSG00000196159,7,#f45deb,FAT4
ENSG00000110848,6,#8197f4,CD69
ENSG00000175899,7,#f45deb,A2M
ENSG00000243063,1,#f77189,IGKV3-7
ENSG00000163734,0,#cccccc,CXCL3
ENSG00000090339,0,#cccccc,ICAM1
ENSG00000180155,0,#cccccc,LYNX1
ENSG00000158106,0,#cccccc,RHPN1
ENSG00000158321,0,#cccccc,AUTS2
ENSG00000132514,6,#8197f4,CLEC10A
ENSG00000203747,6,#8197f4,FCGR3A
ENSG00000277494,7,#f45deb,GPIHBP1
ENSG00000258227,0,#cccccc,CLEC5A
ENSG00000042980,0,#cccccc,ADAM28
ENSG00000121895,0,#cccccc,TMEM156
ENSG00000184113,7,#f45deb,CLDN5
ENSG00000227036,7,#f45deb,LINC00511
ENSG00000104723,0,#cccccc,TUSC3
ENSG00000206075,0,#cccccc,SERPINB5
ENSG00000178882,0,#cccccc,RFLNA
ENSG00000125775,0,#cccccc,SDCBP2
ENSG00000132704,0,#cccccc,FCRL2
ENSG00000154080,7,#f45deb,CHST9
ENSG00000151388,0,#cccccc,ADAMTS12
ENSG00000007174,7,#f45deb,DNAH9
ENSG00000156966,0,#cccccc,B3GNT7
ENSG00000181649,0,#cccccc,PHLDA2
ENSG00000228594,0,#cccccc,FNDC10
ENSG00000170786,0,#cccccc,SDR16C5
ENSG00000164176,0,#cccccc,EDIL3
ENSG00000172543,6,#8197f4,CTSW
ENSG00000169442,6,#8197f4,CD52
ENSG00000225217,0,#cccccc,HSPA7
ENSG00000169418,7,#f45deb,NPR1
ENSG00000140284,0,#cccccc,SLC27A2
ENSG00000182752,0,#cccccc,PAPPA
ENSG00000156968,0,#cccccc,MPV17L
ENSG00000012124,6,#8197f4,CD22
ENSG00000231389,6,#8197f4,HLA-DPA1
ENSG00000172572,0,#cccccc,PDE3A
ENSG00000274750,0,#cccccc,H3C6
ENSG00000162772,7,#f45deb,ATF3
ENSG00000165168,6,#8197f4,CYBB
ENSG00000123689,0,#cccccc,G0S2
ENSG00000141448,7,#f45deb,GATA6
ENSG00000101307,6,#8197f4,SIRPB1
ENSG00000122254,7,#f45deb,HS3ST2
ENSG00000145649,6,#8197f4,GZMA
ENSG00000158373,7,#f45deb,H2BC5
ENSG00000172322,6,#8197f4,CLEC12A
ENSG00000168952,7,#f45deb,STXBP6
ENSG00000163106,7,#f45deb,HPGDS
ENSG00000137819,0,#cccccc,PAQR5
ENSG00000140479,0,#cccccc,PCSK6
ENSG00000206190,6,#8197f4,ATP10A
ENSG00000131153,7,#f45deb,GINS2
ENSG00000239819,1,#f77189,IGKV1D-8
ENSG00000132854,0,#cccccc,KANK4
ENSG00000168077,7,#f45deb,SCARA3
ENSG00000182010,7,#f45deb,RTKN2
ENSG00000185100,0,#cccccc,ADSS1
ENSG00000215788,0,#cccccc,TNFRSF25
ENSG00000168209,0,#cccccc,DDIT4
ENSG00000139998,0,#cccccc,RAB15
ENSG00000154310,0,#cccccc,TNIK
ENSG00000165084,7,#f45deb,C8orf34
ENSG00000135925,0,#cccccc,WNT10A
ENSG00000229415,0,#cccccc,SFTA3
ENSG00000112562,0,#cccccc,SMOC2
ENSG00000090376,0,#cccccc,IRAK3
ENSG00000177191,0,#cccccc,B3GNT8
ENSG00000186973,7,#f45deb,FAM183A
ENSG00000163808,7,#f45deb,KIF15
ENSG00000137941,0,#cccccc,TTLL7
ENSG00000204385,0,#cccccc,SLC44A4
ENSG00000088002,0,#cccccc,SULT2B1
ENSG00000185950,0,#cccccc,IRS2
ENSG00000100234,7,#f45deb,TIMP3
ENSG00000159958,0,#cccccc,TNFRSF13C
ENSG00000153993,0,#cccccc,SEMA3D
ENSG00000153132,0,#cccccc,CLGN
ENSG00000104369,0,#cccccc,JPH1
ENSG00000162782,0,#cccccc,TDRD5
ENSG00000077942,5,#37aabb,FBLN1
ENSG00000184949,0,#cccccc,FAM227A
ENSG00000182667,5,#37aabb,NTM
ENSG00000118596,0,#cccccc,SLC16A7
ENSG00000108465,3,#82a931,CDK5RAP3
ENSG00000159189,6,#8197f4,C1QC
ENSG00000112559,0,#cccccc,MDFI
ENSG00000177098,7,#f45deb,SCN4B
ENSG00000227051,7,#f45deb,C14orf132
ENSG00000073605,0,#cccccc,GSDMB
ENSG00000164659,7,#f45deb,ELAPOR2
ENSG00000185052,0,#cccccc,SLC24A3
ENSG00000106003,0,#cccccc,LFNG
ENSG00000244300,0,#cccccc,GATA2-AS1
ENSG00000184454,0,#cccccc,NCMAP
ENSG00000156218,7,#f45deb,ADAMTSL3
ENSG00000196260,0,#cccccc,SFTA2
ENSG00000006534,0,#cccccc,ALDH3B1
ENSG00000189377,0,#cccccc,CXCL17
ENSG00000179750,0,#cccccc,APOBEC3B
ENSG00000213462,0,#cccccc,ERV3-1
ENSG00000180573,0,#cccccc,H2AC6
ENSG00000090104,6,#8197f4,RGS1
ENSG00000054598,0,#cccccc,FOXC1
ENSG00000113209,0,#cccccc,PCDHB5
ENSG00000092068,0,#cccccc,SLC7A8
ENSG00000213085,7,#f45deb,CFAP45
ENSG00000106089,7,#f45deb,STX1A
ENSG00000133321,0,#cccccc,PLAAT4
ENSG00000152137,7,#f45deb,HSPB8
ENSG00000148053,7,#f45deb,NTRK2
ENSG00000196126,6,#8197f4,HLA-DRB1
ENSG00000163507,7,#f45deb,CIP2A
ENSG00000273802,7,#f45deb,H2BC8
ENSG00000231292,1,#f77189,IGKV1OR2-108
ENSG00000172296,7,#f45deb,SPTLC3
ENSG00000069188,0,#cccccc,SDK2
ENSG00000138821,7,#f45deb,SLC39A8
ENSG00000127083,0,#cccccc,OMD
ENSG00000111341,7,#f45deb,MGP
ENSG00000149527,0,#cccccc,PLCH2
ENSG00000147041,0,#cccccc,SYTL5
ENSG00000172403,7,#f45deb,SYNPO2
ENSG00000013588,0,#cccccc,GPRC5A
ENSG00000197057,7,#f45deb,DTHD1
ENSG00000166165,0,#cccccc,CKB
ENSG00000049283,7,#f45deb,EPN3
ENSG00000167183,0,#cccccc,PRR15L
ENSG00000159588,0,#cccccc,CCDC17
ENSG00000125148,0,#cccccc,MT2A
ENSG00000162482,0,#cccccc,AKR7A3
ENSG00000129514,0,#cccccc,FOXA1
ENSG00000069764,0,#cccccc,PLA2G10
ENSG00000165795,7,#f45deb,NDRG2
ENSG00000151693,0,#cccccc,ASAP2
ENSG00000074211,0,#cccccc,PPP2R2C
ENSG00000167858,7,#f45deb,TEKT1
ENSG00000163563,6,#8197f4,MNDA
ENSG00000136048,7,#f45deb,DRAM1
ENSG00000034239,7,#f45deb,EFCAB1
ENSG00000154734,7,#f45deb,ADAMTS1
ENSG00000119771,7,#f45deb,KLHL29
ENSG00000143369,0,#cccccc,ECM1
ENSG00000162692,0,#cccccc,VCAM1
ENSG00000118523,7,#f45deb,CCN2
ENSG00000135678,7,#f45deb,CPM
ENSG00000104738,7,#f45deb,MCM4
ENSG00000153563,6,#8197f4,CD8A
ENSG00000164035,7,#f45deb,EMCN
ENSG00000137265,2,#c69432,IRF4
ENSG00000196878,0,#cccccc,LAMB3
ENSG00000160886,0,#cccccc,LY6K
ENSG00000100167,0,#cccccc,SEPTIN3
ENSG00000182240,0,#cccccc,BACE2
ENSG00000176920,0,#cccccc,FUT2
ENSG00000186007,0,#cccccc,LEMD1
ENSG00000006327,0,#cccccc,TNFRSF12A
ENSG00000254838,6,#8197f4,GVINP1
ENSG00000054690,0,#cccccc,PLEKHH1
ENSG00000102384,7,#f45deb,CENPI
ENSG00000250722,7,#f45deb,SELENOP
ENSG00000108823,7,#f45deb,SGCA
ENSG00000151725,7,#f45deb,CENPU
ENSG00000135127,0,#cccccc,BICDL1
ENSG00000178947,0,#cccccc,SMIM10L2A
ENSG00000169258,7,#f45deb,GPRIN1
ENSG00000180875,0,#cccccc,GREM2
ENSG00000260220,0,#cccccc,CCDC187
ENSG00000124212,5,#37aabb,PTGIS
ENSG00000198947,7,#f45deb,DMD
ENSG00000196155,0,#cccccc,PLEKHG4
ENSG00000171345,0,#cccccc,KRT19
ENSG00000100078,0,#cccccc,PLA2G3
ENSG00000172348,7,#f45deb,RCAN2
ENSG00000152284,0,#cccccc,TCF7L1
ENSG00000139318,0,#cccccc,DUSP6
ENSG00000154864,7,#f45deb,PIEZO2
ENSG00000140534,7,#f45deb,TICRR
ENSG00000166741,0,#cccccc,NNMT
ENSG00000204128,0,#cccccc,C2orf72
ENSG00000059804,0,#cccccc,SLC2A3
ENSG00000106078,7,#f45deb,COBL
ENSG00000234380,0,#cccccc,LINC01426
ENSG00000011465,7,#f45deb,DCN
ENSG00000165457,6,#8197f4,FOLR2
ENSG00000107562,5,#37aabb,CXCL12
ENSG00000254395,1,#f77189,IGHV4-55
ENSG00000165480,7,#f45deb,SKA3
ENSG00000240694,0,#cccccc,PNMA2
ENSG00000157502,0,#cccccc,PWWP3B
ENSG00000174950,0,#cccccc,CD164L2
ENSG00000158352,7,#f45deb,SHROOM4
ENSG00000255690,0,#cccccc,TRIL
ENSG00000073111,7,#f45deb,MCM2
ENSG00000137309,7,#f45deb,HMGA1
ENSG00000163082,0,#cccccc,SGPP2
ENSG00000130508,0,#cccccc,PXDN
ENSG00000101445,6,#8197f4,PPP1R16B
ENSG00000124406,0,#cccccc,ATP8A1
ENSG00000137491,6,#8197f4,SLCO2B1
ENSG00000171812,0,#cccccc,COL8A2
ENSG00000182472,0,#cccccc,CAPN12
ENSG00000186074,6,#8197f4,CD300LF
ENSG00000157856,7,#f45deb,DRC1
ENSG00000165171,0,#cccccc,METTL27
ENSG00000091651,7,#f45deb,ORC6
ENSG00000267519,0,#cccccc,AC020916.1
ENSG00000157833,7,#f45deb,GAREM2
ENSG00000131620,0,#cccccc,ANO1
ENSG00000185565,7,#f45deb,LSAMP
ENSG00000168658,7,#f45deb,VWA3B
ENSG00000143179,0,#cccccc,UCK2
ENSG00000091986,0,#cccccc,CCDC80
ENSG00000137812,7,#f45deb,KNL1
ENSG00000138316,0,#cccccc,ADAMTS14
ENSG00000189057,7,#f45deb,FAM111B
ENSG00000262655,7,#f45deb,SPON1
ENSG00000130176,7,#f45deb,CNN1
ENSG00000162409,0,#cccccc,PRKAA2
ENSG00000259495,0,#cccccc,AC016705.2
ENSG00000283526,0,#cccccc,PRRT1B
ENSG00000085840,7,#f45deb,ORC1
ENSG00000233695,0,#cccccc,GAS6-AS1
ENSG00000223865,6,#8197f4,HLA-DPB1
ENSG00000060140,7,#f45deb,STYK1
ENSG00000205611,0,#cccccc,LINC01597
ENSG00000006740,7,#f45deb,ARHGAP44
ENSG00000143850,0,#cccccc,PLEKHA6
ENSG00000128242,0,#cccccc,GAL3ST1
ENSG00000198523,5,#37aabb,PLN
ENSG00000258844,7,#f45deb,AL162511.1
ENSG00000198826,7,#f45deb,ARHGAP11A
ENSG00000180447,5,#37aabb,GAS1
ENSG00000046889,7,#f45deb,PREX2
ENSG00000163235,0,#cccccc,TGFA
ENSG00000079156,7,#f45deb,OSBPL6
ENSG00000184058,0,#cccccc,TBX1
ENSG00000184661,7,#f45deb,CDCA2
ENSG00000150471,0,#cccccc,ADGRL3
ENSG00000169116,0,#cccccc,PARM1
ENSG00000048462,1,#f77189,TNFRSF17
ENSG00000137872,7,#f45deb,SEMA6D
ENSG00000164855,0,#cccccc,TMEM184A
ENSG00000149328,0,#cccccc,GLB1L2
ENSG00000115461,0,#cccccc,IGFBP5
ENSG00000089692,0,#cccccc,LAG3
ENSG00000166927,6,#8197f4,MS4A7
ENSG00000139055,0,#cccccc,ERP27
ENSG00000041353,0,#cccccc,RAB27B
ENSG00000112852,0,#cccccc,PCDHB2
ENSG00000272668,0,#cccccc,AL590560.3
ENSG00000075618,0,#cccccc,FSCN1
ENSG00000133134,0,#cccccc,BEX2
ENSG00000088538,0,#cccccc,DOCK3
ENSG00000140285,5,#37aabb,FGF7
ENSG00000008226,7,#f45deb,DLEC1
ENSG00000162078,0,#cccccc,ZG16B
ENSG00000105997,0,#cccccc,HOXA3
ENSG00000129173,7,#f45deb,E2F8
ENSG00000182983,0,#cccccc,ZNF662
ENSG00000103534,0,#cccccc,TMC5
ENSG00000158246,7,#f45deb,TENT5B
ENSG00000152217,7,#f45deb,SETBP1
ENSG00000168754,0,#cccccc,FAM178B
ENSG00000102383,7,#f45deb,ZDHHC15
ENSG00000224397,6,#8197f4,PELATON
ENSG00000111834,7,#f45deb,RSPH4A
ENSG00000105011,7,#f45deb,ASF1B
ENSG00000223572,0,#cccccc,CKMT1A
ENSG00000105989,5,#37aabb,WNT2
ENSG00000121316,0,#cccccc,PLBD1
ENSG00000131080,7,#f45deb,EDA2R
ENSG00000133466,0,#cccccc,C1QTNF6
ENSG00000181458,0,#cccccc,TMEM45A
ENSG00000081237,6,#8197f4,PTPRC
ENSG00000178531,0,#cccccc,CTXN1
ENSG00000112137,7,#f45deb,PHACTR1
ENSG00000180596,0,#cccccc,H2BC4
ENSG00000167434,7,#f45deb,CA4
ENSG00000245848,7,#f45deb,CEBPA
ENSG00000181847,2,#c69432,TIGIT
ENSG00000161888,7,#f45deb,SPC24
ENSG00000113070,7,#f45deb,HBEGF
ENSG00000136014,0,#cccccc,USP44
ENSG00000084731,0,#cccccc,KIF3C
ENSG00000174175,7,#f45deb,SELP
ENSG00000130203,6,#8197f4,APOE
ENSG00000176170,0,#cccccc,SPHK1
ENSG00000109956,0,#cccccc,B3GAT1
ENSG00000173200,0,#cccccc,PARP15
ENSG00000140092,7,#f45deb,FBLN5
ENSG00000186205,0,#cccccc,MTARC1
ENSG00000125319,7,#f45deb,HROB
ENSG00000035664,7,#f45deb,DAPK2
ENSG00000117228,6,#8197f4,GBP1
ENSG00000101230,0,#cccccc,ISM1
ENSG00000185885,0,#cccccc,IFITM1
ENSG00000206538,5,#37aabb,VGLL3
ENSG00000119547,0,#cccccc,ONECUT2
ENSG00000105835,0,#cccccc,NAMPT
ENSG00000122641,0,#cccccc,INHBA
ENSG00000137801,0,#cccccc,THBS1
ENSG00000178038,0,#cccccc,ALS2CL
ENSG00000133800,7,#f45deb,LYVE1
ENSG00000159753,0,#cccccc,CARMIL2
ENSG00000227039,0,#cccccc,ITGB2-AS1
ENSG00000126353,6,#8197f4,CCR7
ENSG00000005379,0,#cccccc,TSPOAP1
ENSG00000237945,0,#cccccc,LINC00649
ENSG00000188883,0,#cccccc,KLRG2
ENSG00000148468,0,#cccccc,FAM171A1
ENSG00000255874,0,#cccccc,PRECSIT
ENSG00000167103,0,#cccccc,PIP5KL1
ENSG00000197479,0,#cccccc,PCDHB11
ENSG00000197928,0,#cccccc,ZNF677
ENSG00000127990,0,#cccccc,SGCE
ENSG00000188257,0,#cccccc,PLA2G2A
ENSG00000187479,7,#f45deb,C11orf96
ENSG00000152669,0,#cccccc,CCNO
ENSG00000186818,6,#8197f4,LILRB4
ENSG00000012779,6,#8197f4,ALOX5
ENSG00000106123,7,#f45deb,EPHB6
ENSG00000116285,0,#cccccc,ERRFI1
ENSG00000169436,0,#cccccc,COL22A1
ENSG00000198695,0,#cccccc,MT-ND6
ENSG00000135094,0,#cccccc,SDS
ENSG00000105479,0,#cccccc,CCDC114
ENSG00000018625,7,#f45deb,ATP1A2
ENSG00000158296,0,#cccccc,SLC13A3
ENSG00000075826,4,#34af8a,SEC31B
ENSG00000144824,0,#cccccc,PHLDB2
ENSG00000171051,6,#8197f4,FPR1
ENSG00000070404,0,#cccccc,FSTL3
ENSG00000142149,0,#cccccc,HUNK
ENSG00000178726,7,#f45deb,THBD
ENSG00000163531,7,#f45deb,NFASC
ENSG00000132517,0,#cccccc,SLC52A1
ENSG00000072133,0,#cccccc,RPS6KA6
ENSG00000188404,6,#8197f4,SELL
ENSG00000106624,0,#cccccc,AEBP1
ENSG00000104892,0,#cccccc,KLC3
ENSG00000189334,0,#cccccc,S100A14
ENSG00000064309,0,#cccccc,CDON
ENSG00000115085,6,#8197f4,ZAP70
ENSG00000261150,0,#cccccc,EPPK1
ENSG00000187583,0,#cccccc,PLEKHN1
ENSG00000152527,7,#f45deb,PLEKHH2
ENSG00000164251,0,#cccccc,F2RL1
ENSG00000157992,0,#cccccc,KRTCAP3
ENSG00000132031,7,#f45deb,MATN3
ENSG00000136689,0,#cccccc,IL1RN
ENSG00000100181,0,#cccccc,TPTEP1
ENSG00000139263,0,#cccccc,LRIG3
ENSG00000183813,6,#8197f4,CCR4
ENSG00000132744,0,#cccccc,ACY3
ENSG00000117114,7,#f45deb,ADGRL2
ENSG00000163431,7,#f45deb,LMOD1
ENSG00000183780,0,#cccccc,SLC35F3
ENSG00000072858,0,#cccccc,SIDT1
ENSG00000285933,0,#cccccc,AP003498.2
ENSG00000073737,0,#cccccc,DHRS9
ENSG00000176842,0,#cccccc,IRX5
ENSG00000161682,0,#cccccc,FAM171A2
ENSG00000130653,0,#cccccc,PNPLA7
ENSG00000135917,7,#f45deb,SLC19A3
ENSG00000082497,0,#cccccc,SERTAD4
ENSG00000188452,0,#cccccc,CERKL
ENSG00000148677,7,#f45deb,ANKRD1
ENSG00000171766,0,#cccccc,GATM
ENSG00000183742,0,#cccccc,MACC1
ENSG00000117122,0,#cccccc,MFAP2
ENSG00000183690,0,#cccccc,EFHC2
ENSG00000135919,0,#cccccc,SERPINE2
ENSG00000107742,7,#f45deb,SPOCK2
ENSG00000166428,0,#cccccc,PLD4
ENSG00000211772,6,#8197f4,TRBC2
ENSG00000143845,0,#cccccc,ETNK2
ENSG00000163359,0,#cccccc,COL6A3
ENSG00000185090,0,#cccccc,MANEAL
ENSG00000091129,0,#cccccc,NRCAM
ENSG00000114446,0,#cccccc,IFT57
ENSG00000106034,6,#8197f4,CPED1
ENSG00000204618,0,#cccccc,RNF39
ENSG00000287263,0,#cccccc,AC008875.3
ENSG00000163520,0,#cccccc,FBLN2
ENSG00000177707,0,#cccccc,NECTIN3
ENSG00000152926,0,#cccccc,ZNF117
ENSG00000143882,0,#cccccc,ATP6V1C2
ENSG00000171385,7,#f45deb,KCND3
ENSG00000230438,0,#cccccc,SERPINB9P1
ENSG00000005844,6,#8197f4,ITGAL
ENSG00000267795,0,#cccccc,SMIM22
ENSG00000157168,7,#f45deb,NRG1
ENSG00000138162,0,#cccccc,TACC2
ENSG00000008323,0,#cccccc,PLEKHG6
ENSG00000154764,0,#cccccc,WNT7A
ENSG00000085999,7,#f45deb,RAD54L
ENSG00000131386,5,#37aabb,GALNT15
ENSG00000130768,0,#cccccc,SMPDL3B
ENSG00000172794,0,#cccccc,RAB37
ENSG00000147443,6,#8197f4,DOK2
ENSG00000102802,0,#cccccc,MEDAG
ENSG00000114646,0,#cccccc,CSPG5
ENSG00000172818,0,#cccccc,OVOL1
ENSG00000100918,0,#cccccc,REC8
ENSG00000283907,0,#cccccc,AD000090.1
ENSG00000100979,0,#cccccc,PLTP
ENSG00000099812,0,#cccccc,MISP
ENSG00000124942,7,#f45deb,AHNAK
ENSG00000151882,0,#cccccc,CCL28
ENSG00000277734,6,#8197f4,TRAC
ENSG00000169432,0,#cccccc,SCN9A
ENSG00000114346,7,#f45deb,ECT2
ENSG00000251039,0,#cccccc,IGKV2D-40
ENSG00000204335,0,#cccccc,SP5
ENSG00000130224,7,#f45deb,LRCH2
ENSG00000143819,0,#cccccc,EPHX1
ENSG00000003137,0,#cccccc,CYP26B1
ENSG00000143382,6,#8197f4,ADAMTSL4
ENSG00000128052,0,#cccccc,KDR
ENSG00000133640,7,#f45deb,LRRIQ1
ENSG00000110693,0,#cccccc,SOX6
ENSG00000111859,7,#f45deb,NEDD9
ENSG00000105707,0,#cccccc,HPN
ENSG00000113594,7,#f45deb,LIFR
ENSG00000170837,0,#cccccc,GPR27
ENSG00000254709,1,#f77189,IGLL5
ENSG00000204287,6,#8197f4,HLA-DRA
ENSG00000228526,0,#cccccc,MIR34AHG
ENSG00000144642,7,#f45deb,RBMS3
ENSG00000184678,0,#cccccc,H2BC21
ENSG00000061656,7,#f45deb,SPAG4
ENSG00000137571,0,#cccccc,SLCO5A1
ENSG00000104368,0,#cccccc,PLAT
ENSG00000068831,6,#8197f4,RASGRP2
ENSG00000100473,7,#f45deb,COCH
ENSG00000044524,0,#cccccc,EPHA3
ENSG00000138061,0,#cccccc,CYP1B1
ENSG00000135046,0,#cccccc,ANXA1
ENSG00000152583,7,#f45deb,SPARCL1
ENSG00000105967,6,#8197f4,TFEC
ENSG00000136492,7,#f45deb,BRIP1
ENSG00000108106,7,#f45deb,UBE2S
ENSG00000142627,0,#cccccc,EPHA2
ENSG00000166803,7,#f45deb,PCLAF
ENSG00000090539,0,#cccccc,CHRD
ENSG00000185761,0,#cccccc,ADAMTSL5
ENSG00000152270,0,#cccccc,PDE3B
ENSG00000258545,7,#f45deb,RHOXF1-AS1
ENSG00000124772,1,#f77189,CPNE5
ENSG00000185269,0,#cccccc,NOTUM
ENSG00000139970,6,#8197f4,RTN1
ENSG00000153707,7,#f45deb,PTPRD
ENSG00000136059,0,#cccccc,VILL
ENSG00000186188,7,#f45deb,FFAR4
ENSG00000179583,6,#8197f4,CIITA
ENSG00000128165,0,#cccccc,ADM2
ENSG00000137267,0,#cccccc,TUBB2A
ENSG00000125869,0,#cccccc,LAMP5
ENSG00000155792,0,#cccccc,DEPTOR
ENSG00000050344,0,#cccccc,NFE2L3
ENSG00000188747,0,#cccccc,NOXA1
ENSG00000119938,0,#cccccc,PPP1R3C
ENSG00000178826,7,#f45deb,TMEM139
ENSG00000170579,0,#cccccc,DLGAP1
ENSG00000196407,0,#cccccc,THEM5
ENSG00000127920,7,#f45deb,GNG11
ENSG00000171522,6,#8197f4,PTGER4
ENSG00000114790,7,#f45deb,ARHGEF26
ENSG00000101282,7,#f45deb,RSPO4
ENSG00000122188,2,#c69432,LAX1
ENSG00000173621,0,#cccccc,LRFN4
ENSG00000159208,0,#cccccc,CIART
ENSG00000185483,7,#f45deb,ROR1
ENSG00000144837,0,#cccccc,PLA1A
ENSG00000223705,3,#82a931,NSUN5P1
ENSG00000196739,0,#cccccc,COL27A1
ENSG00000107281,0,#cccccc,NPDC1
ENSG00000243742,0,#cccccc,RPLP0P2
ENSG00000031081,7,#f45deb,ARHGAP31
ENSG00000186871,7,#f45deb,ERCC6L
ENSG00000188643,0,#cccccc,S100A16
ENSG00000169255,0,#cccccc,B3GALNT1
ENSG00000141526,0,#cccccc,SLC16A3
ENSG00000111247,7,#f45deb,RAD51AP1
ENSG00000218336,0,#cccccc,TENM3
ENSG00000198542,5,#37aabb,ITGBL1
ENSG00000109610,7,#f45deb,SOD3
ENSG00000142632,0,#cccccc,ARHGEF19
ENSG00000183049,0,#cccccc,CAMK1D
ENSG00000125966,0,#cccccc,MMP24
ENSG00000230882,0,#cccccc,AC005077.4
ENSG00000141639,0,#cccccc,MAPK4
ENSG00000164877,0,#cccccc,MICALL2
ENSG00000237686,7,#f45deb,AL109615.3
ENSG00000275004,0,#cccccc,ZNF280B
ENSG00000116667,7,#f45deb,C1orf21
ENSG00000251562,0,#cccccc,MALAT1
ENSG00000125618,0,#cccccc,PAX8
ENSG00000071967,7,#f45deb,CYBRD1
ENSG00000182871,0,#cccccc,COL18A1
ENSG00000077274,0,#cccccc,CAPN6
ENSG00000241399,7,#f45deb,CD302
ENSG00000173209,3,#82a931,AHSA2P
ENSG00000181634,0,#cccccc,TNFSF15
ENSG00000111110,0,#cccccc,PPM1H
ENSG00000173727,7,#f45deb,AP000769.1
ENSG00000183087,7,#f45deb,GAS6
ENSG00000068650,0,#cccccc,ATP11A
ENSG00000115963,0,#cccccc,RND3
ENSG00000279662,7,#f45deb,AC131649.2
ENSG00000103175,7,#f45deb,WFDC1
ENSG00000170011,0,#cccccc,MYRIP
ENSG00000151490,6,#8197f4,PTPRO
ENSG00000118495,0,#cccccc,PLAGL1
ENSG00000158402,7,#f45deb,CDC25C
ENSG00000181690,0,#cccccc,PLAG1
ENSG00000159674,0,#cccccc,SPON2
ENSG00000153930,0,#cccccc,ANKFN1
ENSG00000150625,7,#f45deb,GPM6A
ENSG00000164949,0,#cccccc,GEM
ENSG00000184730,6,#8197f4,APOBR
ENSG00000002933,0,#cccccc,TMEM176A
ENSG00000146411,0,#cccccc,SLC2A12
ENSG00000164879,7,#f45deb,CA3
ENSG00000131018,7,#f45deb,SYNE1
ENSG00000049246,0,#cccccc,PER3
ENSG00000164920,0,#cccccc,OSR2
ENSG00000104213,0,#cccccc,PDGFRL
ENSG00000108700,0,#cccccc,CCL8
ENSG00000162878,0,#cccccc,PKDCC
ENSG00000064270,0,#cccccc,ATP2C2
ENSG00000144063,0,#cccccc,MALL
ENSG00000164687,0,#cccccc,FABP5
ENSG00000175463,6,#8197f4,TBC1D10C
ENSG00000128815,6,#8197f4,WDFY4
ENSG00000165816,0,#cccccc,VWA2
ENSG00000125538,6,#8197f4,IL1B
ENSG00000134533,7,#f45deb,RERG
ENSG00000169896,6,#8197f4,ITGAM
ENSG00000109654,0,#cccccc,TRIM2
ENSG00000163815,7,#f45deb,CLEC3B
ENSG00000243232,0,#cccccc,PCDHAC2
ENSG00000082397,6,#8197f4,EPB41L3
ENSG00000168243,0,#cccccc,GNG4
ENSG00000184500,7,#f45deb,PROS1
ENSG00000182481,7,#f45deb,KPNA2
ENSG00000198431,0,#cccccc,TXNRD1
ENSG00000186854,0,#cccccc,TRABD2A
ENSG00000170624,7,#f45deb,SGCD
ENSG00000159307,7,#f45deb,SCUBE1
ENSG00000154553,0,#cccccc,PDLIM3
ENSG00000010310,0,#cccccc,GIPR
ENSG00000154127,6,#8197f4,UBASH3B
ENSG00000131401,6,#8197f4,NAPSB
ENSG00000128039,0,#cccccc,SRD5A3
ENSG00000139044,0,#cccccc,B4GALNT3
ENSG00000182704,7,#f45deb,TSKU
ENSG00000110811,0,#cccccc,P3H3
ENSG00000143476,7,#f45deb,DTL
ENSG00000177685,0,#cccccc,CRACR2B
ENSG00000151623,7,#f45deb,NR3C2
ENSG00000115380,7,#f45deb,EFEMP1
ENSG00000109107,0,#cccccc,ALDOC
ENSG00000113263,6,#8197f4,ITK
ENSG00000215146,0,#cccccc,BX322639.1
ENSG00000170571,0,#cccccc,EMB
ENSG00000078596,7,#f45deb,ITM2A
ENSG00000156804,0,#cccccc,FBXO32
ENSG00000175793,0,#cccccc,SFN
ENSG00000106538,0,#cccccc,RARRES2
ENSG00000183111,7,#f45deb,ARHGEF37
ENSG00000169439,0,#cccccc,SDC2
ENSG00000269404,6,#8197f4,SPIB
ENSG00000187123,0,#cccccc,LYPD6
ENSG00000121858,0,#cccccc,TNFSF10
ENSG00000217801,0,#cccccc,AL390719.1
ENSG00000169515,0,#cccccc,CCDC8
ENSG00000130487,0,#cccccc,KLHDC7B
ENSG00000278828,7,#f45deb,H3C10
ENSG00000185070,0,#cccccc,FLRT2
ENSG00000171533,7,#f45deb,MAP6
ENSG00000116824,6,#8197f4,CD2
ENSG00000196352,0,#cccccc,CD55
ENSG00000140451,7,#f45deb,PIF1
ENSG00000198722,0,#cccccc,UNC13B
ENSG00000121552,6,#8197f4,CSTA
ENSG00000115648,0,#cccccc,MLPH
ENSG00000151790,0,#cccccc,TDO2
ENSG00000166106,7,#f45deb,ADAMTS15
ENSG00000175920,0,#cccccc,DOK7
ENSG00000188549,0,#cccccc,CCDC9B
ENSG00000150627,0,#cccccc,WDR17
ENSG00000242516,0,#cccccc,LINC00960
ENSG00000221947,0,#cccccc,XKR9
ENSG00000130988,7,#f45deb,RGN
ENSG00000092096,0,#cccccc,SLC22A17
ENSG00000198846,0,#cccccc,TOX
ENSG00000091262,0,#cccccc,ABCC6
ENSG00000182195,0,#cccccc,LDOC1
