model,AUC_CV,accuracy,sensitivity,specificity,PPV,NPV,mean_fold_AUC,sd_fold_AUC
Multi-gene (5 genes),0.9886240697636298,0.9670138888888888,0.9903288201160542,0.7627118644067796,0.973384030418251,0.9,0.9885331092855365,0.013575786504733813
