gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,gene_type,regulation
ENSG00000287626,49.488297928571114,2.2980209484536593,0.20642257823088217,11.13260462178386,8.705397486271612e-29,9.529320536030818e-28,AL021978.1,lncRNA,Up
ENSG00000166508,5649.141987527263,1.2972607632358995,0.11653638524377664,11.13180883826304,8.783477815516597e-29,9.610801244612974e-28,MCM7,protein_coding,Up
ENSG00000147251,1336.3645170418818,-1.3464003380208065,0.12096557888539623,-11.130441820118078,8.919231513280911e-29,9.75529386168468e-28,DOCK11,protein_coding,Down
ENSG00000142207,2420.3348259571453,1.1148023686326194,0.1002003555496887,11.12573266349136,9.403014214963922e-29,1.0280161063374736e-27,URB1,protein_coding,Up
ENSG00000123146,5535.93403031958,-1.271705700645458,0.11434475183093736,-11.121679659821368,9.840174196179645e-29,1.0749187802537582e-27,ADGRE5,protein_coding,Down
ENSG00000102387,20.33860864189618,3.6162004702210337,0.3251803762545399,11.120598702396475,9.960134528860487e-29,1.087122299362794e-27,TAF7L,protein_coding,Up
ENSG00000270460,11.941725328046505,4.675041209597162,0.4204283474557421,11.119709786194417,1.0059869149543991e-28,1.0975537835063096e-27,AC106900.1,lncRNA,Up
ENSG00000261222,6.686022706596711,-1.8874814063397427,0.16978823003314653,-11.116679913391307,1.0407317327195065e-28,1.134991554665566e-27,AC064805.1,lncRNA,Down
ENSG00000147697,349.0294362348566,2.5215271293807398,0.22682634287598524,11.116553295396367,1.0422093462830288e-28,1.1361331319340005e-27,GSDMC,protein_coding,Up
ENSG00000109099,3490.972476086125,-1.1996857016248643,0.10798090045571695,-11.110165747477316,1.1195152277272073e-28,1.217888471747791e-27,PMP22,protein_coding,Down
ENSG00000253821,9.9645717635876,-2.998005699211514,0.2698686251461362,-11.109130220632608,1.1325727956374925e-28,1.2315853451942547e-27,AC090796.1,lncRNA,Down
ENSG00000155980,89.37697058772602,2.7040922481958716,0.24342213570838517,11.10865386307891,1.1386300987266238e-28,1.2376618179481068e-27,KIF5A,protein_coding,Up
ENSG00000261327,17.041721317402402,2.657507591984809,0.2392874051105831,11.105923401010937,1.1739755510728593e-28,1.2755556358381254e-27,AC134312.5,lncRNA,Up
ENSG00000102359,1575.1579230613274,1.9287022450141504,0.17369876178758634,11.103719020016573,1.2033033460164652e-28,1.3068825879099747e-27,SRPX2,protein_coding,Up
ENSG00000185507,2397.671215640798,1.2877245675877902,0.11597528859952268,11.103439216559883,1.207077548770398e-28,1.3104419498178425e-27,IRF7,protein_coding,Up
ENSG00000171885,6862.562607787209,-2.9826680653811195,0.26867967317656477,-11.101204754782612,1.2376420832358464e-28,1.3430708532892702e-27,AQP4,protein_coding,Down
ENSG00000259203,26.802236621249644,6.229233124477924,0.5612771297435283,11.098319875111121,1.2782415565762815e-28,1.3865582002022437e-27,AC016044.1,lncRNA,Up
ENSG00000166473,197.39638809216254,3.011777276876729,0.27155810309907236,11.090728807226734,1.391494241102208e-28,1.5081670011453031e-27,PKD1L2,polymorphic_pseudogene,Up
ENSG00000151208,2024.892783459935,1.1733151238071946,0.10580516407468614,11.08939373676478,1.4124173633194734e-28,1.530215524680958e-27,DLG5,protein_coding,Up
ENSG00000178919,146.86424106383544,4.297736027291088,0.387615896799847,11.08761550486746,1.4407711193953156e-28,1.5602929945977195e-27,FOXE1,protein_coding,Up
ENSG00000168234,1382.1321554099238,1.4965418530486334,0.13498035364687705,11.087108698527684,1.4489550049771019e-28,1.568511637161173e-27,TTC39C,protein_coding,Up
ENSG00000185519,15.166344578533447,3.5557224909796066,0.32072836516302594,11.086398576478373,1.4604996567549182e-28,1.5803601127873284e-27,FAM131C,protein_coding,Up
ENSG00000158286,564.26730509059,1.576791880836535,0.1422308124856761,11.086148305560245,1.4645900899882177e-28,1.584136204798577e-27,RNF207,protein_coding,Up
ENSG00000135346,136.68629841568634,6.907791597257486,0.6232478128116492,11.08353925237934,1.5079152013373544e-28,1.630328981519723e-27,CGA,protein_coding,Up
ENSG00000249626,54.54034295226423,2.0639942054771123,0.18627475444661812,11.08037539283727,1.562162091243437e-28,1.6882874732003866e-27,AC024560.2,processed_pseudogene,Up
ENSG00000116711,2589.793688002134,2.431519949136273,0.2194753183402896,11.078785384725027,1.5901505545191026e-28,1.7178316314079778e-27,PLA2G4A,protein_coding,Up
ENSG00000158406,401.1398995272496,1.9816100400187522,0.17886861063619786,11.078579036146051,1.5938191294996176e-28,1.721089698808555e-27,H4C8,protein_coding,Up
ENSG00000174640,3935.9982799314766,-1.7769330979313165,0.16039979879576266,-11.078150417095525,1.6014662022401983e-28,1.7286395314397884e-27,SLCO2A1,protein_coding,Down
ENSG00000105464,334.1889636602869,2.5485770543084434,0.2300980192639052,11.076049513426783,1.6394784867297888e-28,1.7689463050353737e-27,GRIN2D,protein_coding,Up
ENSG00000262115,7.439633554460439,-1.716148690142041,0.15495354886339674,-11.075246115563031,1.65425002223031e-28,1.7834249013169775e-27,AC027601.2,lncRNA,Down
ENSG00000104918,163.07903737075162,-2.9238123188608722,0.26400856255391303,-11.074687466865027,1.6645992682560074e-28,1.793246560580384e-27,RETN,protein_coding,Down
ENSG00000164023,3542.9175861738972,-1.3899938210079197,0.12554005864454562,-11.072113841714469,1.713112630007586e-28,1.844621480330749e-27,SGMS2,protein_coding,Down
ENSG00000187479,1163.3324870325594,-1.8114636468802583,0.16364450589550258,-11.06950482063231,1.7637247560263525e-28,1.8975692295558918e-27,C11orf96,protein_coding,Down
ENSG00000230524,13.164265347727861,3.477219732801534,0.31416976788752166,11.06796416530581,1.7943054683483743e-28,1.929683327909732e-27,COL6A4P1,transcribed_unprocessed_pseudogene,Up
ENSG00000184956,1025.5162218863347,4.725891987231145,0.4269916308653793,11.067879662309144,1.7959979150942123e-28,1.9307160628224372e-27,MUC6,protein_coding,Up
ENSG00000233461,141.65557685361972,1.9364908049867349,0.17497603787295352,11.067177131949808,1.8101298154198035e-28,1.945115046154043e-27,AL445524.1,lncRNA,Up
ENSG00000197019,1375.8573260163769,-1.2429580676898493,0.11234142472641037,-11.064111664213584,1.8730958844381175e-28,2.0111375599606334e-27,SERTAD1,protein_coding,Down
ENSG00000171658,260.45381529999696,3.5429571802049575,0.3202670817337187,11.06250808239698,1.9068948887698743e-28,2.0457615222482335e-27,NMRAL2P,transcribed_unprocessed_pseudogene,Up
ENSG00000188517,503.40214052964245,4.300867247882206,0.388789097087825,11.06221156945321,1.9132105018258243e-28,2.0517023559636838e-27,COL25A1,protein_coding,Up
ENSG00000105048,1013.7779667363541,3.2386904784691333,0.29281681225066897,11.060466281207301,1.9508072276869721e-28,2.0911701867522542e-27,TNNT1,protein_coding,Up
ENSG00000149256,728.9781499284715,1.7525212371215801,0.15860207317057437,11.049800308957925,2.1970303644813993e-28,2.354152405988399e-27,TENM4,protein_coding,Up
ENSG00000233058,199.09957976367954,1.6946062446586427,0.1533714392238796,11.049033987253582,2.2158637541327874e-28,2.373368285803477e-27,LINC00884,lncRNA,Up
ENSG00000105825,6563.951968795417,3.6464411972584867,0.3301140473625969,11.046004332112654,2.2919027682228704e-28,2.453815509461514e-27,TFPI2,protein_coding,Up
ENSG00000169271,13.035905994423231,-2.532661123511559,0.22928453099121238,-11.045931064615198,2.2937733544929157e-28,2.4548215648530107e-27,HSPB3,protein_coding,Down
ENSG00000224738,30.88744847066333,-1.1692068326777332,0.1058737320400464,-11.043408125402479,2.3591185999853464e-28,2.5237305266374682e-27,AC099850.1,lncRNA,Down
ENSG00000260261,92.74075263844851,1.7085970276399616,0.15482571092263958,11.03561557998388,2.572835799174776e-28,2.75012890248232e-27,AC124944.2,transcribed_unprocessed_pseudogene,Up
ENSG00000144218,527.2280195154375,-2.3648295621137896,0.21437302005039044,-11.031376810187744,2.697041066555906e-28,2.8805578341465874e-27,AFF3,protein_coding,Down
ENSG00000107719,898.0971705627818,-1.2532101171015153,0.1136480883074428,-11.027111285068951,2.8280330172792103e-28,3.015577463228984e-27,PALD1,protein_coding,Down
ENSG00000166670,254.68899470735525,3.3842599562483926,0.30699998216520463,11.023648706361273,2.9389922714851918e-28,3.1326283831473124e-27,MMP10,protein_coding,Up
ENSG00000286176,9.6051297173346,-1.715454551385891,0.15562727416398997,-11.022840055517875,2.965521528129282e-28,3.159628391788653e-27,AC116317.1,lncRNA,Down
ENSG00000136867,20.68832448061077,-1.4401052080131183,0.13065395212436506,-11.022285852037072,2.9838402280638624e-28,3.1778621491940245e-27,SLC31A2,protein_coding,Down
ENSG00000138092,410.6039357540606,1.1155351182114428,0.10122553623108599,11.020293492590719,3.050627848692774e-28,3.2463703135604705e-27,CENPO,protein_coding,Up
ENSG00000174137,98.94966947071329,1.342902025655786,0.12189441697736306,11.016928083795467,3.1668270142294107e-28,3.36730759537216e-27,FAM53A,protein_coding,Up
ENSG00000178722,4.656436245297306,-1.975423070643869,0.17931481348603256,-11.016507962950541,3.18163758622921e-28,3.381692186572522e-27,C5orf64,lncRNA,Down
ENSG00000162747,170.10131782118432,-2.412384753509883,0.219003716562373,-11.015268559713357,3.2257319454095846e-28,3.427177735715179e-27,FCGR3B,protein_coding,Down
ENSG00000214050,132.72936479967362,1.3473289980966308,0.12232668326452087,11.014187274113763,3.2646957167439982e-28,3.465782047123158e-27,FBXO16,protein_coding,Up
ENSG00000253931,15.299324162042758,4.149331092827257,0.3768035197367166,11.01192232951145,3.347831833793788e-28,3.552608670307533e-27,AC105118.1,lncRNA,Up
ENSG00000213918,809.0692864891221,1.1827241802729744,0.10742769149553112,11.009490791507648,3.4394212178733465e-28,3.648332160712797e-27,DNASE1,protein_coding,Up
ENSG00000157992,2284.3723798925175,1.584948392877171,0.1439753382983094,11.008471392463344,3.478554659858812e-28,3.688358921611455e-27,KRTCAP3,protein_coding,Up
ENSG00000160813,345.98462465993475,1.2908809927466298,0.11727315214377784,11.007472461932284,3.5173307270587574e-28,3.727974729603675e-27,PPP1R35,protein_coding,Up
ENSG00000214708,119.11350665375383,-1.984373931413388,0.18027680158797274,-11.007372628835105,3.5212294936294637e-28,3.730607543069866e-27,AC116407.1,lncRNA,Down
ENSG00000236015,28.65822019392144,1.6625443463051672,0.15105428289572165,11.006270821548853,3.564543969838557e-28,3.774980902997701e-27,AC011290.2,processed_pseudogene,Up
ENSG00000107968,1029.05653017371,-1.1753219591589643,0.10681561525027909,-11.003278466402818,3.6848651092711057e-28,3.9008387367113236e-27,MAP3K8,protein_coding,Down
ENSG00000078898,479.9319643859469,4.8518901381733714,0.44095175164730954,11.003222280096763,3.6871624440575327e-28,3.901704400072116e-27,BPIFB2,protein_coding,Up
ENSG00000088882,676.7400630818669,2.0158060011618,0.1832627179223649,10.999542209211098,3.8407675942276963e-28,4.0626169859520395e-27,CPXM1,protein_coding,Up
ENSG00000070756,70003.68916566168,1.0603489223130003,0.09641653934616781,10.997583293318494,3.925103722430775e-28,4.15015978991578e-27,PABPC1,protein_coding,Up
ENSG00000149260,2536.9383535190427,1.97125944093678,0.17925683354485683,10.996844036316732,3.95740575443559e-28,4.182636863505672e-27,CAPN5,protein_coding,Up
ENSG00000242136,12.082506076130322,3.5281517344727513,0.32092830916685333,10.993582160551739,4.103111810995068e-28,4.3348981753181076e-27,AC093904.2,lncRNA,Up
ENSG00000008086,1051.0701707160224,-1.1334283400757323,0.10310952077836553,-10.99247025414891,4.153986261833838e-28,4.386888975753236e-27,CDKL5,protein_coding,Down
ENSG00000281097,12.970940330214226,4.887673457843818,0.4446914101161907,10.991157793146371,4.214842606936375e-28,4.44759501980441e-27,LINC01395,lncRNA,Up
ENSG00000197520,161.73001458886677,2.9786197938653647,0.2710126396668977,10.990704335880398,4.236073454539412e-28,4.4682102798481714e-27,FAM177B,protein_coding,Up
ENSG00000264538,383.5701535232449,1.050484909102722,0.09558437131445614,10.990132535859939,4.262996381366765e-28,4.4948106588021424e-27,SUZ12P1,transcribed_unprocessed_pseudogene,Up
ENSG00000165424,1324.5696934346124,-1.051964170751038,0.09572288033136889,-10.989683627460842,4.284251888314407e-28,4.513612556725965e-27,ZCCHC24,protein_coding,Down
ENSG00000231246,47.947044506128776,-1.8855994071060815,0.17159011336320537,-10.988974656802206,4.318035476399691e-28,4.547387999706863e-27,LINC02884,lncRNA,Down
ENSG00000174944,206.91145154246766,-1.5011957979126598,0.13660986822640842,-10.988926476560788,4.320340907559787e-28,4.547999590113836e-27,P2RY14,protein_coding,Down
ENSG00000180806,74.18521903789676,3.301752881737211,0.30048388691766076,10.98811958140692,4.359132897499908e-28,4.5870045693165435e-27,HOXC9,protein_coding,Up
ENSG00000261189,70.87564592278967,2.109457423210673,0.192069555650688,10.982778692147804,4.624756237666722e-28,4.8626324556328336e-27,AL031058.1,lncRNA,Up
ENSG00000235123,489.42801144386715,8.207892936803795,0.7473659457002367,10.98242833249981,4.642731685583139e-28,4.8795868692238894e-27,DSCAM-AS1,lncRNA,Up
ENSG00000265750,20.574313995724125,3.007718053506204,0.2738710306918259,10.982242429615152,4.652297687496761e-28,4.887692829453769e-27,AC090772.3,lncRNA,Up
ENSG00000239975,121.80558176666305,3.0200351402609287,0.27501751387613754,10.9812466038839,4.703873709366505e-28,4.939910382954789e-27,IGKV1D-33,IG_V_gene,Up
ENSG00000271815,5.608632669393744,-1.707852388703119,0.15553640587846698,-10.980402813458353,4.748019078454487e-28,4.984285951387134e-27,AC008897.3,lncRNA,Down
ENSG00000188158,744.7266379215993,1.8165038687101007,0.16548972209788723,10.976535857831932,4.955645161170754e-28,5.200173613214197e-27,NHS,protein_coding,Up
ENSG00000137168,1675.1058053794518,1.0314166587790792,0.09399477283431171,10.973127841876888,5.1460804184518575e-28,5.3914239425735195e-27,PPIL1,protein_coding,Up
ENSG00000134954,5701.126948182444,-1.2186700764267027,0.11105937704105096,-10.973139854514445,5.145396583047316e-28,5.3914239425735195e-27,ETS1,protein_coding,Down
ENSG00000185739,44.33456105655083,-1.813524859437624,0.16527260594839166,-10.972930746937692,5.157313192450274e-28,5.4010464211641665e-27,SRL,protein_coding,Down
ENSG00000173638,1485.7879620172562,-1.005674065949149,0.091663775343171,-10.971335865057977,5.249107376321638e-28,5.494996487241032e-27,SLC19A1,protein_coding,Down
ENSG00000207751,8.257060686944643,2.8849737908490587,0.2629805728052627,10.970292444322052,5.310037003304482e-28,5.556574435600761e-27,AP000553.1,lncRNA,Up
ENSG00000249896,19.079954821399856,3.1028282973980823,0.2828649195803465,10.969293406907385,5.369032124543021e-28,5.6160800128599546e-27,LINC02495,transcribed_unprocessed_pseudogene,Up
ENSG00000270882,21.831086695184542,2.282506011851178,0.20808887526058714,10.968899750132358,5.392456478967052e-28,5.636110873973887e-27,H4C14,protein_coding,Up
ENSG00000230699,16.79283182043968,3.667614132595211,0.3343640518514412,10.968924776114214,5.390964307504176e-28,5.636110873973887e-27,AL645608.2,lncRNA,Up
ENSG00000121797,439.3010516542844,-1.5434945034877747,0.14072478075906547,-10.968178420049469,5.435642228691888e-28,5.678997051133324e-27,CCRL2,protein_coding,Down
ENSG00000138593,4308.804875595565,-1.3958354027848427,0.12726675014465882,-10.967793246847702,5.4588427139820125e-28,5.700977519513096e-27,SECISBP2L,protein_coding,Down
ENSG00000149926,13.830757630951782,2.987712754168354,0.2724325225293433,10.966799141415107,5.5191764398685345e-28,5.76170557083663e-27,TLCD3B,protein_coding,Up
ENSG00000260804,236.69580901348976,-1.2206206855148354,0.11131172480374427,-10.965787186093236,5.581272831700029e-28,5.8242249533806796e-27,LINC01963,lncRNA,Down
ENSG00000223705,629.5485969922468,1.4566857065872802,0.1328847433430301,10.962023705211788,5.818352108414992e-28,6.069222511823708e-27,NSUN5P1,transcribed_unprocessed_pseudogene,Up
ENSG00000120875,4859.795821057081,2.4443701230806596,0.22305294944917023,10.958698950706715,6.036087764054637e-28,6.288883221577274e-27,DUSP4,protein_coding,Up
ENSG00000110446,2438.5645497292,-1.3544229912457246,0.1236086349819725,-10.95734931012917,6.126763716186332e-28,6.380835671241453e-27,SLC15A3,protein_coding,Down
ENSG00000145536,280.2614939840234,2.291954202793732,0.20919215950044315,10.956214651003098,6.204040550798402e-28,6.4587662583716484e-27,ADAMTS16,protein_coding,Up
ENSG00000188730,10.387703620382565,-2.6000715331930486,0.23753819039792032,-10.945909492858597,6.951650758955279e-28,7.225661431361873e-27,VWC2,protein_coding,Down
ENSG00000271888,20.29285163979192,1.9270885217499913,0.17611084940072744,10.94247474421659,7.220170066340994e-28,7.501807905808196e-27,AL136162.1,lncRNA,Up
ENSG00000133116,262.7637473615193,-2.300849899101234,0.21031804148258823,-10.939859856443729,7.431469301383411e-28,7.715269506987422e-27,KL,protein_coding,Down
ENSG00000260633,12.470240884781454,-1.8724487774332332,0.17120173130664076,-10.937090198459941,7.661965657203389e-28,7.951437795374002e-27,AC010207.1,lncRNA,Down
ENSG00000109814,7653.824483582891,1.907898652140063,0.17445629112113104,10.936255952015756,7.7327727580258115e-28,8.021763085332046e-27,UGDH,protein_coding,Up
ENSG00000125508,82.17203886666007,2.481744821489452,0.22695517808090857,10.934955714492315,7.844427236893031e-28,8.134390335700716e-27,SRMS,protein_coding,Up
ENSG00000180921,6180.527463924286,1.2035566136860179,0.11007025911590931,10.934439723800544,7.8891784659413245e-28,8.177580037219841e-27,FAM83H,protein_coding,Up
ENSG00000143443,479.90664307910333,1.2281275774613587,0.11232275884818725,10.93391570911525,7.93488475343701e-28,8.221725381066167e-27,C1orf56,protein_coding,Up
ENSG00000183378,20.975622411162615,-3.030196408056819,0.2771487015494561,-10.933467813906004,7.974159765542268e-28,8.259174902488201e-27,OVCH2,protein_coding,Down
ENSG00000155846,302.80071613636653,-1.4470517619246361,0.13244667961835657,-10.925542007502925,8.701930846152485e-28,9.002350585054572e-27,PPARGC1B,protein_coding,Down
ENSG00000277883,10.340858417279605,4.6473193966733986,0.4253811483809224,10.925071349216902,8.747162917571779e-28,9.045595534759522e-27,NLRP3P1,unprocessed_pseudogene,Up
ENSG00000101265,1899.079938495301,-1.2662689186598353,0.11590951952719929,-10.924632625732634,8.78953589293432e-28,9.085851097478558e-27,RASSF2,protein_coding,Down
ENSG00000135454,217.53215043257785,2.6635343420735786,0.24383949879373004,10.923309616571716,8.918551858780226e-28,9.21199422311142e-27,B4GALNT1,protein_coding,Up
ENSG00000171872,8.257451707489919,-1.9714210908346086,0.18049592652947585,-10.922246993273092,9.023534449000218e-28,9.316781653098502e-27,KLF17,protein_coding,Down
ENSG00000223725,11.12317829955335,2.0003134154923257,0.18323283004482135,10.916785027022835,9.582804311003427e-28,9.886484729309873e-27,AC009226.1,lncRNA,Up
ENSG00000259230,29.274468618173564,2.936905314952343,0.2690716140991899,10.914957806993678,9.777469089393618e-28,1.0079431582772076e-26,LINC02323,lncRNA,Up
ENSG00000143870,10666.210541090317,1.0282695424433606,0.09420850939791442,10.914826580051209,9.791599488879544e-28,1.0090053869548792e-26,PDIA6,protein_coding,Up
ENSG00000153060,26.851437181038794,2.3947364629352794,0.21954389302040392,10.907779897629482,1.0580881147516237e-27,1.0894878401405825e-26,TEKT5,protein_coding,Up
ENSG00000111701,32.64755596781062,6.812922872469419,0.6247501472612528,10.905036040944617,1.0905004880615572e-27,1.1224238044568017e-26,APOBEC1,protein_coding,Up
ENSG00000204577,549.1718092264359,-1.3480443815461627,0.12362021653453271,-10.904724318854374,1.0942444992318083e-27,1.1258379806766596e-26,LILRB3,protein_coding,Down
ENSG00000115604,287.48636551922414,-1.5722403547751735,0.14421776462316263,-10.901849428074257,1.1293806000342515e-27,1.1615353519073016e-26,IL18R1,protein_coding,Down
ENSG00000248896,16.150529250922666,-1.432209811039288,0.13141767663380702,-10.898151966497739,1.1762194126798205e-27,1.2082939584093053e-26,AC105001.1,lncRNA,Down
ENSG00000110841,2422.5967201041544,-1.1563300525408367,0.10611221057258634,-10.897238369658185,1.1880864474181452e-27,1.2200093309352215e-26,PPFIBP1,protein_coding,Down
ENSG00000211595,15.308648560079153,3.2066879917732813,0.2943354109080524,10.894672788028963,1.2220503973200422e-27,1.2539092987287749e-26,IGKJ3,IG_J_gene,Up
ENSG00000136404,123.02562097129125,-1.4125652740340244,0.12965846321342556,-10.894508842888703,1.2242531952840525e-27,1.2556809319191158e-26,TM6SF1,protein_coding,Down
ENSG00000100156,69.45907264935892,2.2341235648341318,0.2051433912212899,10.89054612743612,1.2787114879310814e-27,1.310517758909546e-26,SLC16A8,protein_coding,Up
ENSG00000278635,8.977624959614758,3.7580639761475276,0.3451407013677159,10.888498404433772,1.3077873269941051e-27,1.3397961077247302e-26,AC141557.2,unprocessed_pseudogene,Up
ENSG00000183486,2767.865769344602,1.4613788319708843,0.13427837209370103,10.883203372104607,1.3860474138309833e-27,1.418869188770304e-26,MX2,protein_coding,Up
ENSG00000163155,555.3214864423287,1.0132933907080732,0.09311262314322728,10.882449194341884,1.397565607077826e-27,1.4301049692915123e-26,LYSMD1,protein_coding,Up
ENSG00000165181,144.49483203661637,2.8217306663038144,0.2593363232643136,10.880584064685486,1.4264601187121008e-27,1.4591060252303373e-26,SHOC1,protein_coding,Up
ENSG00000211943,2878.39677403178,2.5826901011353023,0.23738701270204585,10.879660482424717,1.4409867641274682e-27,1.4733936010097455e-26,IGHV3-15,IG_V_gene,Up
ENSG00000277363,698.833954331421,1.851589320774763,0.17018882163782756,10.879617726686307,1.441662793187015e-27,1.4735134828039373e-26,SRCIN1,protein_coding,Up
ENSG00000175600,195.48804044449315,1.954779068598121,0.17968015496990053,10.879215175017963,1.4480431496853598e-27,1.4794613660287847e-26,SUGCT,protein_coding,Up
ENSG00000153093,444.70937277544647,-1.5822550310514527,0.14545134010862623,-10.878243059636233,1.4635666713218876e-27,1.4947425686583338e-26,ACOXL,protein_coding,Down
ENSG00000273341,22.50596339502777,-1.5478823846911427,0.1423044495767048,-10.877259209360172,1.4794456234398373e-27,1.5103748002364888e-26,AC004921.1,lncRNA,Down
ENSG00000123360,222.2707789092921,-1.5635608347218837,0.14375294030771799,-10.876722461293108,1.488180434447007e-27,1.518704259147352e-26,PDE1B,protein_coding,Down
ENSG00000164458,26.965337107753044,5.52444462233698,0.5080572083227994,10.873666452985285,1.5388960641287059e-27,1.5697081767342907e-26,TBXT,protein_coding,Up
ENSG00000164188,85.84858405123218,-1.9793185777393403,0.182029077344611,-10.873639566892736,1.5393497705858458e-27,1.5697081767342907e-26,RANBP3L,protein_coding,Down
ENSG00000271614,67.91896436156208,-1.2485362860129188,0.11484895444285784,-10.871115823994007,1.5825342848231966e-27,1.6118744337886327e-26,ATP2B1-AS1,lncRNA,Down
ENSG00000123243,1166.2416469910302,-2.089969729185621,0.1922603082348176,-10.870521057487494,1.5928851977677616e-27,1.6215601863969084e-26,ITIH5,protein_coding,Down
ENSG00000135697,104.92259132421857,2.5411105803590375,0.2337889273149062,10.869251206821456,1.615210062648133e-27,1.643251904013552e-26,BCO1,protein_coding,Up
ENSG00000140945,318.3970153599329,-1.857707330691435,0.1709199168072163,-10.868875701518022,1.6218709584266877e-27,1.6493921007987563e-26,CDH13,protein_coding,Down
ENSG00000118507,279.2653951662593,-1.132601861306596,0.10424304560238083,-10.865011231797013,1.6920235911557433e-27,1.719408944076183e-26,AKAP7,protein_coding,Down
ENSG00000228252,28.45246435926587,2.1924248466428145,0.20179374103523148,10.864682102603151,1.6981355982759045e-27,1.7249551512532975e-26,COL6A4P2,transcribed_unitary_pseudogene,Up
ENSG00000144045,59.51416713587074,3.0552469619282787,0.2812356429315026,10.863654869921344,1.7173527139741324e-27,1.7431328355464923e-26,DQX1,protein_coding,Up
ENSG00000142552,1890.0165979808926,1.754004000954203,0.16147206987500012,10.862584484809199,1.737606579857977e-27,1.7630121397019952e-26,RCN3,protein_coding,Up
ENSG00000102878,768.5403101477344,1.9477141753500204,0.17936354935580978,10.85903006684079,1.8065779650769274e-27,1.83228695919533e-26,HSF4,protein_coding,Up
ENSG00000138411,1244.8845218174451,-1.3396371924686508,0.12336908283105522,-10.858775648864832,1.8116176524225986e-27,1.8366919451896935e-26,HECW2,protein_coding,Down
ENSG00000000003,3076.9296067428136,1.1110937507248762,0.10233781965514553,10.857117676231542,1.844803125897609e-27,1.869617925823211e-26,TSPAN6,protein_coding,Up
ENSG00000065675,276.0996194392398,-1.6006962902399196,0.14743550035921613,-10.856925817323079,1.848682022388479e-27,1.8728292328230576e-26,PRKCQ,protein_coding,Down
ENSG00000151388,1244.5409843691418,1.7898584922640157,0.16489004503084717,10.854860837288108,1.8909461005986182e-27,1.9141746131587547e-26,ADAMTS12,protein_coding,Up
ENSG00000182533,7.663709491057631,-3.1127934200403824,0.2867959070793259,-10.85368843558637,1.9153667311185976e-27,1.9381512164081897e-26,CAV3,protein_coding,Down
ENSG00000277351,12.061682612750339,-1.609595618203632,0.14830232533922696,-10.853475254159639,1.9198406970156478e-27,1.9419332251746312e-26,AC013553.3,lncRNA,Down
ENSG00000259504,6.972776961407636,-2.5179016401623167,0.23200596666759846,-10.852745195858631,1.935240844558799e-27,1.9567600103916995e-26,AC026992.1,lncRNA,Down
ENSG00000148824,145.1956133863518,1.1866119145322522,0.10934550520403578,10.851949628090026,1.9521623921935024e-27,1.9726800441079132e-26,MTG1,protein_coding,Up
ENSG00000288638,33.25189318125405,5.678566941150136,0.5232769191837963,10.851934669710877,1.9524819549190948e-27,1.9726800441079132e-26,LNCDAT,lncRNA,Up
ENSG00000243701,226.83295996744872,-1.2861168325815469,0.1185212997063868,-10.851356134025261,1.9648813634799228e-27,1.9844473977390104e-26,DUBR,lncRNA,Down
ENSG00000224968,7.440269091534565,-2.608407964356238,0.24038646356157847,-10.850893705535364,1.974848445206295e-27,1.993750134000383e-26,LINC01645,lncRNA,Down
ENSG00000257950,20.51231202516481,-1.0021224798399246,0.09235789078484821,-10.850426220477614,1.984975479513065e-27,2.003207171632588e-26,P2RX5-TAX1BP3,protein_coding,Down
ENSG00000037280,1086.3414086264709,-1.3258252490206528,0.12219461571115832,-10.850111858894154,1.9918143740840893e-27,2.0093399022416767e-26,FLT4,protein_coding,Down
ENSG00000246273,174.9195038007886,1.0722926971763391,0.09883828675549274,10.848960786106996,2.017055831058727e-27,2.0340253256221274e-26,SBF2-AS1,lncRNA,Up
ENSG00000139269,16.204706282248846,4.26976788968079,0.39356783003759255,10.848874231598028,2.0189666267271495e-27,2.035173927629776e-26,INHBE,protein_coding,Up
ENSG00000279495,147.92025021630013,1.3729538411914775,0.12655766868554078,10.848444471609785,2.0284807161747034e-27,2.0432023103715404e-26,AL928654.4,TEC,Up
ENSG00000237413,33.71124163446117,-3.1045372231423385,0.2862205586137113,-10.846660485113093,2.0684525363060797e-27,2.0810794880729235e-26,MGC27382,lncRNA,Down
ENSG00000115380,6443.259140608614,-1.6125166185065696,0.14869429691383423,-10.84450884784771,2.1177022890569572e-27,2.1298172907106012e-26,EFEMP1,protein_coding,Down
ENSG00000187980,63.687393799359405,2.047122023342476,0.18877257428716415,10.84438261793452,2.1206274639806326e-27,2.1319461008451882e-26,PLA2G2C,protein_coding,Up
ENSG00000087494,223.62264693381056,2.79584810967761,0.25791792175654843,10.840069160903996,2.223029344173093e-27,2.23319176403217e-26,PTHLH,protein_coding,Up
ENSG00000010671,761.0727948805244,-1.4096742346554487,0.1300445343333206,-10.839934503070118,2.2263038537344633e-27,2.2356295743708225e-26,BTK,protein_coding,Down
ENSG00000204397,419.87069051386754,-1.3220699968550433,0.12199457215365338,-10.837121467911563,2.2958134030205792e-27,2.303675777688458e-26,CARD16,protein_coding,Down
ENSG00000236081,36.232838131840424,3.8759594653372202,0.3576612660840398,10.836956173013391,2.29996410285145e-27,2.3069628524987727e-26,ELFN1-AS1,lncRNA,Up
