,B cells,CD8+ T cells,CD4+ T cells,Tregs,NK cells,Monocytes,Macrophages M1,Macrophages M2,Dendritic cells,Neutrophils,Mast cells,Eosinophils,T helper cells,Cytotoxic cells,Immune checkpoint
TCGA-50-6591-01A,-1.5160774796782928,-1.9475281464031666,-2.0931164602484396,-1.6090242642914658,-1.0483479449111317,-2.8866514366993123,-0.7624509667710714,-1.9760776236775288,-1.364954377235549,-1.2548174329580857,-1.504999439250655,-1.1299930720922824,-2.123920247768849,-1.992759594700026,-1.5262263120675919
TCGA-05-4395-01A,-1.1463219670543259,0.041784508729666436,-0.9147185287735894,-0.07945581162822131,0.9333335558818765,-0.33842199371235676,-0.32958887604918685,-0.3548448705410399,-0.7266602592052746,-0.37260422982586155,-0.9902190114783815,-0.4610954751591946,0.42654058484412155,0.5354214081184893,-0.42599354831950215
TCGA-50-5045-01A,1.9155518078524252,0.9463617367192013,1.082266091999952,1.0246153198945223,0.1360833072171163,0.9430075356777966,0.7282895643949513,1.0700980826521473,1.312584807159435,-0.11155680403895495,0.4279107302242628,0.3593663749702741,-0.09543689718096822,0.4370777419409451,0.9422198762987182
TCGA-78-7539-01A,-0.24029194244240362,0.8436652344412542,0.5895978392122316,0.2428247521006648,0.009886457829443652,-0.019209086284515786,-0.25937913187076994,-0.10132250591721666,0.32510665275293904,-0.2945726305957591,-0.38719362988531203,-0.41337983939772693,0.24254503162292632,0.47715813408876845,0.41904699958272873
TCGA-J2-8192-01A,-0.09388947875155192,-0.5065514627801316,0.49725330082990793,1.074184024113297,-0.5725827188744665,0.7582154758573889,0.021911374575553307,0.5352885599381398,0.8025830561219366,0.21315379936667286,0.6748243800060768,0.386707259809266,-0.06674868259731061,-0.6351851548081484,0.3420451946514326
TCGA-49-6743-11A,-0.9614904886940453,-0.0759852743086945,0.5237880468010606,-1.198380118516196,-0.1777920475424667,0.5438207875873617,-0.4403767832432973,0.48956253642997966,0.404822654292032,0.32878547235262173,0.9972888613879222,-0.016170144435981547,-0.038629946056273456,-0.2446723548492949,-0.19046266017417024
TCGA-38-7271-01A,2.5871877833590657,1.507658617715031,1.9330771976923937,1.1777122941891138,0.28477058795347354,0.6068810015737065,0.03077712090383993,0.4378918595940619,1.0795003561449203,0.3082269514142784,1.5587885261011072,0.24096546347782985,0.44746468068064926,0.8634781877575403,0.8596312514692543
TCGA-86-8669-01A,0.1529145627182545,-0.20768895507320503,0.1049114088780025,0.17885950126445307,-0.43918700273805045,-0.46624852098869907,-0.6850749877936883,-0.29496187011960123,0.0795735871409712,0.09697890074238803,-0.903988358860443,-0.15671674468520677,0.27496775948277935,-0.29110548612279724,-0.1373619856694466
TCGA-38-4632-01A,-0.10008215662028011,0.29461964071084795,0.33071571958428186,0.9001065434354385,0.18808662330470435,0.5933984064735639,0.6057668344630811,0.6452343623041814,0.8850367619577967,0.25349505257675137,0.41530712498882866,0.11693986808306933,0.021943292791710017,0.02398053996119807,0.4646271096854247
TCGA-49-AAR0-01A,1.0529246599591557,0.19121776707165092,0.33269507458518643,0.053315760136093536,-0.31070424653619183,0.29002985337234405,0.029609428378545837,0.08423175498531385,0.11111171290769674,-0.4756035068219094,0.06425269679009711,0.5293562206752422,0.3492624990066286,0.04669971871393689,0.18199640537580752
TCGA-44-8120-01A,-0.06921600053119141,-0.6910383240031498,-0.1280906573994979,0.2811020998212429,-0.542393664058308,-0.23411995482826498,-0.0809160782783493,-0.12934915940111244,-0.09420013460750651,0.159648845633458,0.7737631545252657,0.3645247344121457,-0.0916063463034917,-0.7540648141989265,-0.5043780560162967
TCGA-MN-A4N1-01A,-0.8159793608647682,-1.6047027710283683,-1.170308356536418,-0.4491465670524124,-0.9462086313365421,-1.3484034832590066,0.40958598404578933,-0.8080841320978267,-0.095372672134445,-1.0298472202617992,-1.2491833840545234,-0.3568291581576523,-0.11346878312886577,-1.5868134322597844,-1.1928090253733208
TCGA-44-7667-01A,-0.8777322703265769,-0.4056873642193821,-0.1389313560712546,-0.4714327889503795,3.0471182221027346,-0.5621880621916434,-0.6697841204186565,-0.46915392643755877,-1.250948284577244,-0.6191818665993184,-1.22440888647677,-0.9046572979135238,-1.6833970487170105,-0.23073079476270478,-0.9173970801811969
